# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "output/15980MLL/patient.fc.tsv" "-T" "8" "output/15980MLL/patient.bam" 
Geneid	Chr	Start	End	Strand	Length	output/15980MLL/patient.bam
chr17-59	chr17	59000001	60000000	.	1000000	3292
chr17-60	chr17	60000001	61000000	.	1000000	3233
chr17-61	chr17	61000001	62000000	.	1000000	2735
chr17-62	chr17	62000001	63000000	.	1000000	3328
chr17-63	chr17	63000001	64000000	.	1000000	2995
chr17-64	chr17	64000001	65000000	.	1000000	3564
chr17-65	chr17	65000001	66000000	.	1000000	3181
chr17-66	chr17	66000001	67000000	.	1000000	3110
chr17-67	chr17	67000001	68000000	.	1000000	3325
chr17-68	chr17	68000001	69000000	.	1000000	3118
chr17-69	chr17	69000001	70000000	.	1000000	2624
chr17-70	chr17	70000001	71000000	.	1000000	2430
chr17-71	chr17	71000001	72000000	.	1000000	2572
chr17-72	chr17	72000001	73000000	.	1000000	3388
chr17-73	chr17	73000001	74000000	.	1000000	3589
chr17-74	chr17	74000001	75000000	.	1000000	3683
chr17-75	chr17	75000001	76000000	.	1000000	3581
chr17-76	chr17	76000001	77000000	.	1000000	3426
chr17-77	chr17	77000001	78000000	.	1000000	3589
chr17-78	chr17	78000001	79000000	.	1000000	3750
chr17-79	chr17	79000001	80000000	.	1000000	3407
chr17-80	chr17	80000001	81000000	.	1000000	3685
chr17-81	chr17	81000001	82000000	.	1000000	3042
chr17-82	chr17	82000001	83000000	.	1000000	3656
chr17-83	chr17	83000001	83257441	.	257441	885
chr18-0	chr18	1	1000000	.	1000000	5934
chr18-1	chr18	1000001	2000000	.	1000000	2180
chr18-2	chr18	2000001	3000000	.	1000000	2787
chr18-3	chr18	3000001	4000000	.	1000000	3282
chr18-4	chr18	4000001	5000000	.	1000000	2701
chr18-5	chr18	5000001	6000000	.	1000000	2886
chr18-6	chr18	6000001	7000000	.	1000000	2921
chr18-7	chr18	7000001	8000000	.	1000000	3186
chr18-8	chr18	8000001	9000000	.	1000000	3303
chr18-9	chr18	9000001	10000000	.	1000000	3042
chr18-10	chr18	10000001	11000000	.	1000000	3248
chr18-11	chr18	11000001	12000000	.	1000000	3095
chr18-12	chr18	12000001	13000000	.	1000000	3359
chr18-13	chr18	13000001	14000000	.	1000000	3125
chr18-14	chr18	14000001	15000000	.	1000000	2875
chr18-15	chr18	15000001	16000000	.	1000000	2229
chr18-16	chr18	16000001	17000000	.	1000000	1316
chr18-17	chr18	17000001	18000000	.	1000000	1067
chr18-18	chr18	18000001	19000000	.	1000000	1085
chr18-19	chr18	19000001	20000000	.	1000000	800
chr18-20	chr18	20000001	21000000	.	1000000	1117
chr18-21	chr18	21000001	22000000	.	1000000	3068
chr18-22	chr18	22000001	23000000	.	1000000	2983
chr18-23	chr18	23000001	24000000	.	1000000	3487
chr18-24	chr18	24000001	25000000	.	1000000	3113
chr18-25	chr18	25000001	26000000	.	1000000	2874
chr18-26	chr18	26000001	27000000	.	1000000	2860
chr18-27	chr18	27000001	28000000	.	1000000	2525
chr18-28	chr18	28000001	29000000	.	1000000	2209
chr18-29	chr18	29000001	30000000	.	1000000	1690
chr18-30	chr18	30000001	31000000	.	1000000	1986
chr18-31	chr18	31000001	32000000	.	1000000	2700
chr18-32	chr18	32000001	33000000	.	1000000	2623
chr18-33	chr18	33000001	34000000	.	1000000	2091
chr18-34	chr18	34000001	35000000	.	1000000	2390
chr18-35	chr18	35000001	36000000	.	1000000	3071
chr18-36	chr18	36000001	37000000	.	1000000	3115
chr18-37	chr18	37000001	38000000	.	1000000	3114
chr18-38	chr18	38000001	39000000	.	1000000	2364
chr18-39	chr18	39000001	40000000	.	1000000	2348
chr18-40	chr18	40000001	41000000	.	1000000	1767
chr18-41	chr18	41000001	42000000	.	1000000	2160
chr18-42	chr18	42000001	43000000	.	1000000	2201
chr18-43	chr18	43000001	44000000	.	1000000	2132
chr18-44	chr18	44000001	45000000	.	1000000	2653
chr18-45	chr18	45000001	46000000	.	1000000	3033
chr18-46	chr18	46000001	47000000	.	1000000	3226
chr18-47	chr18	47000001	48000000	.	1000000	3248
chr18-48	chr18	48000001	49000000	.	1000000	3412
chr18-49	chr18	49000001	50000000	.	1000000	3123
chr18-50	chr18	50000001	51000000	.	1000000	3353
chr18-51	chr18	51000001	52000000	.	1000000	2912
chr18-52	chr18	52000001	53000000	.	1000000	2410
chr18-53	chr18	53000001	54000000	.	1000000	2431
chr18-54	chr18	54000001	55000000	.	1000000	2746
chr18-55	chr18	55000001	56000000	.	1000000	2792
chr18-56	chr18	56000001	57000000	.	1000000	2725
chr18-57	chr18	57000001	58000000	.	1000000	3261
chr18-58	chr18	58000001	59000000	.	1000000	3396
chr18-59	chr18	59000001	60000000	.	1000000	3113
chr18-60	chr18	60000001	61000000	.	1000000	2164
chr18-61	chr18	61000001	62000000	.	1000000	2872
chr18-62	chr18	62000001	63000000	.	1000000	2690
chr18-63	chr18	63000001	64000000	.	1000000	3092
chr18-64	chr18	64000001	65000000	.	1000000	2436
chr18-65	chr18	65000001	66000000	.	1000000	1878
chr18-66	chr18	66000001	67000000	.	1000000	1819
chr18-67	chr18	67000001	68000000	.	1000000	2114
chr18-68	chr18	68000001	69000000	.	1000000	2219
chr18-69	chr18	69000001	70000000	.	1000000	2277
chr18-70	chr18	70000001	71000000	.	1000000	2908
chr18-71	chr18	71000001	72000000	.	1000000	2164
chr18-72	chr18	72000001	73000000	.	1000000	2389
chr18-73	chr18	73000001	74000000	.	1000000	2567
chr18-74	chr18	74000001	75000000	.	1000000	3016
chr18-75	chr18	75000001	76000000	.	1000000	3189
chr18-76	chr18	76000001	77000000	.	1000000	3085
chr18-77	chr18	77000001	78000000	.	1000000	3272
chr18-78	chr18	78000001	79000000	.	1000000	3185
chr18-79	chr18	79000001	80000000	.	1000000	3190
chr18-80	chr18	80000001	80373285	.	373285	902
chr19-0	chr19	1	1000000	.	1000000	3021
chr19-1	chr19	1000001	2000000	.	1000000	3040
chr19-2	chr19	2000001	3000000	.	1000000	3546
chr19-3	chr19	3000001	4000000	.	1000000	3516
chr19-4	chr19	4000001	5000000	.	1000000	3536
chr19-5	chr19	5000001	6000000	.	1000000	3490
chr19-6	chr19	6000001	7000000	.	1000000	3486
chr19-7	chr19	7000001	8000000	.	1000000	3523
chr19-8	chr19	8000001	9000000	.	1000000	4069
chr19-9	chr19	9000001	10000000	.	1000000	3213
chr19-10	chr19	10000001	11000000	.	1000000	3558
chr19-11	chr19	11000001	12000000	.	1000000	3449
chr19-12	chr19	12000001	13000000	.	1000000	3513
chr19-13	chr19	13000001	14000000	.	1000000	3502
chr19-14	chr19	14000001	15000000	.	1000000	3376
chr19-15	chr19	15000001	16000000	.	1000000	3556
chr19-16	chr19	16000001	17000000	.	1000000	3646
chr19-17	chr19	17000001	18000000	.	1000000	3435
chr19-18	chr19	18000001	19000000	.	1000000	3731
chr19-19	chr19	19000001	20000000	.	1000000	3365
chr19-20	chr19	20000001	21000000	.	1000000	3087
chr19-21	chr19	21000001	22000000	.	1000000	3130
chr19-22	chr19	22000001	23000000	.	1000000	3041
chr19-23	chr19	23000001	24000000	.	1000000	3154
chr19-24	chr19	24000001	25000000	.	1000000	1145
chr19-25	chr19	25000001	26000000	.	1000000	0
chr19-26	chr19	26000001	27000000	.	1000000	0
chr19-27	chr19	27000001	28000000	.	1000000	1754
chr19-28	chr19	28000001	29000000	.	1000000	3284
chr19-29	chr19	29000001	30000000	.	1000000	3435
chr19-30	chr19	30000001	31000000	.	1000000	3382
chr19-31	chr19	31000001	32000000	.	1000000	3246
chr19-32	chr19	32000001	33000000	.	1000000	3431
chr19-33	chr19	33000001	34000000	.	1000000	3391
chr19-34	chr19	34000001	35000000	.	1000000	3308
chr19-35	chr19	35000001	36000000	.	1000000	3689
chr19-36	chr19	36000001	37000000	.	1000000	4034
chr19-37	chr19	37000001	38000000	.	1000000	3391
chr19-38	chr19	38000001	39000000	.	1000000	3517
chr19-39	chr19	39000001	40000000	.	1000000	3551
chr19-40	chr19	40000001	41000000	.	1000000	3408
chr19-41	chr19	41000001	42000000	.	1000000	3467
chr19-42	chr19	42000001	43000000	.	1000000	3467
chr19-43	chr19	43000001	44000000	.	1000000	3470
chr19-44	chr19	44000001	45000000	.	1000000	3447
chr19-45	chr19	45000001	46000000	.	1000000	3568
chr19-46	chr19	46000001	47000000	.	1000000	3338
chr19-47	chr19	47000001	48000000	.	1000000	3674
chr19-48	chr19	48000001	49000000	.	1000000	3517
chr19-49	chr19	49000001	50000000	.	1000000	3453
chr19-50	chr19	50000001	51000000	.	1000000	3951
chr19-51	chr19	51000001	52000000	.	1000000	3531
chr19-52	chr19	52000001	53000000	.	1000000	3417
chr19-53	chr19	53000001	54000000	.	1000000	3369
chr19-54	chr19	54000001	55000000	.	1000000	3757
chr19-55	chr19	55000001	56000000	.	1000000	3433
chr19-56	chr19	56000001	57000000	.	1000000	3320
chr19-57	chr19	57000001	58000000	.	1000000	3240
chr19-58	chr19	58000001	58617616	.	617616	2130
chr20-0	chr20	1	1000000	.	1000000	3350
chr20-1	chr20	1000001	2000000	.	1000000	3401
chr20-2	chr20	2000001	3000000	.	1000000	3380
chr20-3	chr20	3000001	4000000	.	1000000	3328
chr20-4	chr20	4000001	5000000	.	1000000	3428
chr20-5	chr20	5000001	6000000	.	1000000	3277
chr20-6	chr20	6000001	7000000	.	1000000	2888
chr20-7	chr20	7000001	8000000	.	1000000	2421
chr20-8	chr20	8000001	9000000	.	1000000	2622
chr20-9	chr20	9000001	10000000	.	1000000	2813
chr20-10	chr20	10000001	11000000	.	1000000	3018
chr20-11	chr20	11000001	12000000	.	1000000	2649
chr20-12	chr20	12000001	13000000	.	1000000	2807
chr20-13	chr20	13000001	14000000	.	1000000	3054
chr20-14	chr20	14000001	15000000	.	1000000	2522
chr20-15	chr20	15000001	16000000	.	1000000	2663
chr20-16	chr20	16000001	17000000	.	1000000	2892
chr20-17	chr20	17000001	18000000	.	1000000	3285
chr20-18	chr20	18000001	19000000	.	1000000	3317
chr20-19	chr20	19000001	20000000	.	1000000	3301
chr20-20	chr20	20000001	21000000	.	1000000	3282
chr20-21	chr20	21000001	22000000	.	1000000	3093
chr20-22	chr20	22000001	23000000	.	1000000	3173
chr20-23	chr20	23000001	24000000	.	1000000	3539
chr20-24	chr20	24000001	25000000	.	1000000	3526
chr20-25	chr20	25000001	26000000	.	1000000	3124
chr20-26	chr20	26000001	27000000	.	1000000	3331
chr20-27	chr20	27000001	28000000	.	1000000	3759
chr20-28	chr20	28000001	29000000	.	1000000	3414
chr20-29	chr20	29000001	30000000	.	1000000	3653
chr20-30	chr20	30000001	31000000	.	1000000	2702
chr20-31	chr20	31000001	32000000	.	1000000	3543
chr20-32	chr20	32000001	33000000	.	1000000	3498
chr20-33	chr20	33000001	34000000	.	1000000	3572
chr20-34	chr20	34000001	35000000	.	1000000	3423
chr20-35	chr20	35000001	36000000	.	1000000	3482
chr20-36	chr20	36000001	37000000	.	1000000	3489
chr20-37	chr20	37000001	38000000	.	1000000	3498
chr20-38	chr20	38000001	39000000	.	1000000	3461
chr20-39	chr20	39000001	40000000	.	1000000	2989
chr20-40	chr20	40000001	41000000	.	1000000	3070
chr20-41	chr20	41000001	42000000	.	1000000	3305
chr20-42	chr20	42000001	43000000	.	1000000	3150
chr20-43	chr20	43000001	44000000	.	1000000	3456
chr20-44	chr20	44000001	45000000	.	1000000	3355
chr20-45	chr20	45000001	46000000	.	1000000	3178
chr20-46	chr20	46000001	47000000	.	1000000	3515
chr20-47	chr20	47000001	48000000	.	1000000	3450
chr20-48	chr20	48000001	49000000	.	1000000	3481
chr20-49	chr20	49000001	50000000	.	1000000	3415
chr20-50	chr20	50000001	51000000	.	1000000	3588
chr20-51	chr20	51000001	52000000	.	1000000	3268
chr20-52	chr20	52000001	53000000	.	1000000	3049
chr20-53	chr20	53000001	54000000	.	1000000	3456
chr20-54	chr20	54000001	55000000	.	1000000	2898
chr20-55	chr20	55000001	56000000	.	1000000	2659
chr20-56	chr20	56000001	57000000	.	1000000	3196
chr20-57	chr20	57000001	58000000	.	1000000	3642
chr20-58	chr20	58000001	59000000	.	1000000	3223
chr20-59	chr20	59000001	60000000	.	1000000	3102
chr20-60	chr20	60000001	61000000	.	1000000	3214
chr20-61	chr20	61000001	62000000	.	1000000	3581
chr20-62	chr20	62000001	63000000	.	1000000	3266
chr20-63	chr20	63000001	64000000	.	1000000	3340
chr20-64	chr20	64000001	64444167	.	444167	1096
chr21-0	chr21	1	1000000	.	1000000	0
chr21-1	chr21	1000001	2000000	.	1000000	0
chr21-2	chr21	2000001	3000000	.	1000000	0
chr21-3	chr21	3000001	4000000	.	1000000	0
chr21-4	chr21	4000001	5000000	.	1000000	0
chr21-5	chr21	5000001	6000000	.	1000000	1612
chr21-6	chr21	6000001	7000000	.	1000000	1396
chr21-7	chr21	7000001	8000000	.	1000000	1804
chr21-8	chr21	8000001	9000000	.	1000000	13512
chr21-9	chr21	9000001	10000000	.	1000000	4826
chr21-10	chr21	10000001	11000000	.	1000000	4665
chr21-11	chr21	11000001	12000000	.	1000000	0
chr21-12	chr21	12000001	13000000	.	1000000	78
chr21-13	chr21	13000001	14000000	.	1000000	2552
chr21-14	chr21	14000001	15000000	.	1000000	2442
chr21-15	chr21	15000001	16000000	.	1000000	2540
chr21-16	chr21	16000001	17000000	.	1000000	2098
chr21-17	chr21	17000001	18000000	.	1000000	2666
chr21-18	chr21	18000001	19000000	.	1000000	1953
chr21-19	chr21	19000001	20000000	.	1000000	1936
chr21-20	chr21	20000001	21000000	.	1000000	2126
chr21-21	chr21	21000001	22000000	.	1000000	1680
chr21-22	chr21	22000001	23000000	.	1000000	2036
chr21-23	chr21	23000001	24000000	.	1000000	2171
chr21-24	chr21	24000001	25000000	.	1000000	2009
chr21-25	chr21	25000001	26000000	.	1000000	2675
chr21-26	chr21	26000001	27000000	.	1000000	2689
chr21-27	chr21	27000001	28000000	.	1000000	2371
chr21-28	chr21	28000001	29000000	.	1000000	2556
chr21-29	chr21	29000001	30000000	.	1000000	2760
chr21-30	chr21	30000001	31000000	.	1000000	2503
chr21-31	chr21	31000001	32000000	.	1000000	3275
chr21-32	chr21	32000001	33000000	.	1000000	3188
chr21-33	chr21	33000001	34000000	.	1000000	3280
chr21-34	chr21	34000001	35000000	.	1000000	3060
chr21-35	chr21	35000001	36000000	.	1000000	3108
chr21-36	chr21	36000001	37000000	.	1000000	3397
chr21-37	chr21	37000001	38000000	.	1000000	3184
chr21-38	chr21	38000001	39000000	.	1000000	3194
chr21-39	chr21	39000001	40000000	.	1000000	3206
chr21-40	chr21	40000001	41000000	.	1000000	3173
chr21-41	chr21	41000001	42000000	.	1000000	3494
chr21-42	chr21	42000001	43000000	.	1000000	3509
chr21-43	chr21	43000001	44000000	.	1000000	2685
chr21-44	chr21	44000001	45000000	.	1000000	3045
chr21-45	chr21	45000001	46000000	.	1000000	3424
chr21-46	chr21	46000001	46709983	.	709983	2476
chr22-0	chr22	1	1000000	.	1000000	0
chr22-1	chr22	1000001	2000000	.	1000000	0
chr22-2	chr22	2000001	3000000	.	1000000	0
chr22-3	chr22	3000001	4000000	.	1000000	0
chr22-4	chr22	4000001	5000000	.	1000000	0
chr22-5	chr22	5000001	6000000	.	1000000	0
chr22-6	chr22	6000001	7000000	.	1000000	0
chr22-7	chr22	7000001	8000000	.	1000000	0
chr22-8	chr22	8000001	9000000	.	1000000	0
chr22-9	chr22	9000001	10000000	.	1000000	0
chr22-10	chr22	10000001	11000000	.	1000000	1645
chr22-11	chr22	11000001	12000000	.	1000000	3459
chr22-12	chr22	12000001	13000000	.	1000000	2482
chr22-13	chr22	13000001	14000000	.	1000000	0
chr22-14	chr22	14000001	15000000	.	1000000	0
chr22-15	chr22	15000001	16000000	.	1000000	2441
chr22-16	chr22	16000001	17000000	.	1000000	2523
chr22-17	chr22	17000001	18000000	.	1000000	3457
chr22-18	chr22	18000001	19000000	.	1000000	2303
chr22-19	chr22	19000001	20000000	.	1000000	3357
chr22-20	chr22	20000001	21000000	.	1000000	3593
chr22-21	chr22	21000001	22000000	.	1000000	2969
chr22-22	chr22	22000001	23000000	.	1000000	3438
chr22-23	chr22	23000001	24000000	.	1000000	3239
chr22-24	chr22	24000001	25000000	.	1000000	3670
chr22-25	chr22	25000001	26000000	.	1000000	3259
chr22-26	chr22	26000001	27000000	.	1000000	3436
chr22-27	chr22	27000001	28000000	.	1000000	3531
chr22-28	chr22	28000001	29000000	.	1000000	3178
chr22-29	chr22	29000001	30000000	.	1000000	3546
chr22-30	chr22	30000001	31000000	.	1000000	3403
chr22-31	chr22	31000001	32000000	.	1000000	3611
chr22-32	chr22	32000001	33000000	.	1000000	3493
chr22-33	chr22	33000001	34000000	.	1000000	3093
chr22-34	chr22	34000001	35000000	.	1000000	3133
chr22-35	chr22	35000001	36000000	.	1000000	3293
chr22-36	chr22	36000001	37000000	.	1000000	3573
chr22-37	chr22	37000001	38000000	.	1000000	3750
chr22-38	chr22	38000001	39000000	.	1000000	3407
chr22-39	chr22	39000001	40000000	.	1000000	3412
chr22-40	chr22	40000001	41000000	.	1000000	3418
chr22-41	chr22	41000001	42000000	.	1000000	3474
chr22-42	chr22	42000001	43000000	.	1000000	3570
chr22-43	chr22	43000001	44000000	.	1000000	3542
chr22-44	chr22	44000001	45000000	.	1000000	3451
chr22-45	chr22	45000001	46000000	.	1000000	3407
chr22-46	chr22	46000001	47000000	.	1000000	3630
chr22-47	chr22	47000001	48000000	.	1000000	3430
chr22-48	chr22	48000001	49000000	.	1000000	3556
chr22-49	chr22	49000001	50000000	.	1000000	3442
chr22-50	chr22	50000001	50818468	.	818468	2720
chrX-0	chrX	1	1000000	.	1000000	2831
chrX-1	chrX	1000001	2000000	.	1000000	3318
chrX-2	chrX	2000001	3000000	.	1000000	2585
chrX-3	chrX	3000001	4000000	.	1000000	1509
chrX-4	chrX	4000001	5000000	.	1000000	1293
chrX-5	chrX	5000001	6000000	.	1000000	1319
chrX-6	chrX	6000001	7000000	.	1000000	1397
chrX-7	chrX	7000001	8000000	.	1000000	1489
chrX-8	chrX	8000001	9000000	.	1000000	1439
chrX-9	chrX	9000001	10000000	.	1000000	1565
chrX-10	chrX	10000001	11000000	.	1000000	1557
chrX-11	chrX	11000001	12000000	.	1000000	1474
chrX-12	chrX	12000001	13000000	.	1000000	1500
chrX-13	chrX	13000001	14000000	.	1000000	1690
chrX-14	chrX	14000001	15000000	.	1000000	1254
chrX-15	chrX	15000001	16000000	.	1000000	1398
chrX-16	chrX	16000001	17000000	.	1000000	1473
chrX-17	chrX	17000001	18000000	.	1000000	1647
chrX-18	chrX	18000001	19000000	.	1000000	1680
chrX-19	chrX	19000001	20000000	.	1000000	1686
chrX-20	chrX	20000001	21000000	.	1000000	1453
chrX-21	chrX	21000001	22000000	.	1000000	1298
chrX-22	chrX	22000001	23000000	.	1000000	1194
chrX-23	chrX	23000001	24000000	.	1000000	1459
chrX-24	chrX	24000001	25000000	.	1000000	1491
chrX-25	chrX	25000001	26000000	.	1000000	1274
chrX-26	chrX	26000001	27000000	.	1000000	1167
chrX-27	chrX	27000001	28000000	.	1000000	1075
chrX-28	chrX	28000001	29000000	.	1000000	1086
chrX-29	chrX	29000001	30000000	.	1000000	1120
chrX-30	chrX	30000001	31000000	.	1000000	1298
chrX-31	chrX	31000001	32000000	.	1000000	1246
chrX-32	chrX	32000001	33000000	.	1000000	946
chrX-33	chrX	33000001	34000000	.	1000000	957
chrX-34	chrX	34000001	35000000	.	1000000	1022
chrX-35	chrX	35000001	36000000	.	1000000	1243
chrX-36	chrX	36000001	37000000	.	1000000	1127
chrX-37	chrX	37000001	38000000	.	1000000	1125
chrX-38	chrX	38000001	39000000	.	1000000	1297
chrX-39	chrX	39000001	40000000	.	1000000	1699
chrX-40	chrX	40000001	41000000	.	1000000	1690
chrX-41	chrX	41000001	42000000	.	1000000	1496
chrX-42	chrX	42000001	43000000	.	1000000	1365
chrX-43	chrX	43000001	44000000	.	1000000	1345
chrX-44	chrX	44000001	45000000	.	1000000	1538
chrX-45	chrX	45000001	46000000	.	1000000	1439
chrX-46	chrX	46000001	47000000	.	1000000	1533
chrX-47	chrX	47000001	48000000	.	1000000	1630
chrX-48	chrX	48000001	49000000	.	1000000	1753
chrX-49	chrX	49000001	50000000	.	1000000	1540
chrX-50	chrX	50000001	51000000	.	1000000	1327
chrX-51	chrX	51000001	52000000	.	1000000	1369
chrX-52	chrX	52000001	53000000	.	1000000	1691
chrX-53	chrX	53000001	54000000	.	1000000	1703
chrX-54	chrX	54000001	55000000	.	1000000	1571
chrX-55	chrX	55000001	56000000	.	1000000	1433
chrX-56	chrX	56000001	57000000	.	1000000	1372
chrX-57	chrX	57000001	58000000	.	1000000	1284
chrX-58	chrX	58000001	59000000	.	1000000	1164
chrX-59	chrX	59000001	60000000	.	1000000	1083
chrX-60	chrX	60000001	61000000	.	1000000	1028
chrX-61	chrX	61000001	62000000	.	1000000	937
chrX-62	chrX	62000001	63000000	.	1000000	894
chrX-63	chrX	63000001	64000000	.	1000000	1454
chrX-64	chrX	64000001	65000000	.	1000000	1382
chrX-65	chrX	65000001	66000000	.	1000000	1518
chrX-66	chrX	66000001	67000000	.	1000000	1269
chrX-67	chrX	67000001	68000000	.	1000000	1319
chrX-68	chrX	68000001	69000000	.	1000000	1596
chrX-69	chrX	69000001	70000000	.	1000000	1507
chrX-70	chrX	70000001	71000000	.	1000000	1542
chrX-71	chrX	71000001	72000000	.	1000000	1735
chrX-72	chrX	72000001	73000000	.	1000000	1571
chrX-73	chrX	73000001	74000000	.	1000000	1245
chrX-74	chrX	74000001	75000000	.	1000000	1551
chrX-75	chrX	75000001	76000000	.	1000000	1227
chrX-76	chrX	76000001	77000000	.	1000000	1451
chrX-77	chrX	77000001	78000000	.	1000000	1480
chrX-78	chrX	78000001	79000000	.	1000000	1277
chrX-79	chrX	79000001	80000000	.	1000000	1175
chrX-80	chrX	80000001	81000000	.	1000000	1262
chrX-81	chrX	81000001	82000000	.	1000000	1122
chrX-82	chrX	82000001	83000000	.	1000000	1022
chrX-83	chrX	83000001	84000000	.	1000000	1100
chrX-84	chrX	84000001	85000000	.	1000000	1138
chrX-85	chrX	85000001	86000000	.	1000000	1022
chrX-86	chrX	86000001	87000000	.	1000000	981
chrX-87	chrX	87000001	88000000	.	1000000	1146
chrX-88	chrX	88000001	89000000	.	1000000	1037
chrX-89	chrX	89000001	90000000	.	1000000	990
chrX-90	chrX	90000001	91000000	.	1000000	1131
chrX-91	chrX	91000001	92000000	.	1000000	1046
chrX-92	chrX	92000001	93000000	.	1000000	1061
chrX-93	chrX	93000001	94000000	.	1000000	1055
chrX-94	chrX	94000001	95000000	.	1000000	1156
chrX-95	chrX	95000001	96000000	.	1000000	1040
chrX-96	chrX	96000001	97000000	.	1000000	1122
chrX-97	chrX	97000001	98000000	.	1000000	1267
chrX-98	chrX	98000001	99000000	.	1000000	1077
chrX-99	chrX	99000001	100000000	.	1000000	908
chrX-100	chrX	100000001	101000000	.	1000000	1404
chrX-101	chrX	101000001	102000000	.	1000000	1509
chrX-102	chrX	102000001	103000000	.	1000000	1564
chrX-103	chrX	103000001	104000000	.	1000000	1485
chrX-104	chrX	104000001	105000000	.	1000000	1278
chrX-105	chrX	105000001	106000000	.	1000000	1056
chrX-106	chrX	106000001	107000000	.	1000000	1243
chrX-107	chrX	107000001	108000000	.	1000000	1458
chrX-108	chrX	108000001	109000000	.	1000000	1233
chrX-109	chrX	109000001	110000000	.	1000000	1316
chrX-110	chrX	110000001	111000000	.	1000000	1409
chrX-111	chrX	111000001	112000000	.	1000000	1293
chrX-112	chrX	112000001	113000000	.	1000000	1378
chrX-113	chrX	113000001	114000000	.	1000000	1157
chrX-114	chrX	114000001	115000000	.	1000000	856
chrX-115	chrX	115000001	116000000	.	1000000	1367
chrX-116	chrX	116000001	117000000	.	1000000	1006
chrX-117	chrX	117000001	118000000	.	1000000	1174
chrX-118	chrX	118000001	119000000	.	1000000	1515
chrX-119	chrX	119000001	120000000	.	1000000	1620
chrX-120	chrX	120000001	121000000	.	1000000	1491
chrX-121	chrX	121000001	122000000	.	1000000	1112
chrX-122	chrX	122000001	123000000	.	1000000	1107
chrX-123	chrX	123000001	124000000	.	1000000	1348
chrX-124	chrX	124000001	125000000	.	1000000	1237
chrX-125	chrX	125000001	126000000	.	1000000	1039
chrX-126	chrX	126000001	127000000	.	1000000	1069
chrX-127	chrX	127000001	128000000	.	1000000	991
chrX-128	chrX	128000001	129000000	.	1000000	932
chrX-129	chrX	129000001	130000000	.	1000000	1576
chrX-130	chrX	130000001	131000000	.	1000000	1444
chrX-131	chrX	131000001	132000000	.	1000000	1394
chrX-132	chrX	132000001	133000000	.	1000000	1404
chrX-133	chrX	133000001	134000000	.	1000000	1386
chrX-134	chrX	134000001	135000000	.	1000000	1482
chrX-135	chrX	135000001	136000000	.	1000000	1562
chrX-136	chrX	136000001	137000000	.	1000000	1514
chrX-137	chrX	137000001	138000000	.	1000000	1500
chrX-138	chrX	138000001	139000000	.	1000000	1320
chrX-139	chrX	139000001	140000000	.	1000000	1283
chrX-140	chrX	140000001	141000000	.	1000000	1310
chrX-141	chrX	141000001	142000000	.	1000000	1358
chrX-142	chrX	142000001	143000000	.	1000000	1220
chrX-143	chrX	143000001	144000000	.	1000000	1226
chrX-144	chrX	144000001	145000000	.	1000000	1124
chrX-145	chrX	145000001	146000000	.	1000000	1306
chrX-146	chrX	146000001	147000000	.	1000000	1338
chrX-147	chrX	147000001	148000000	.	1000000	1235
chrX-148	chrX	148000001	149000000	.	1000000	1353
chrX-149	chrX	149000001	150000000	.	1000000	1595
chrX-150	chrX	150000001	151000000	.	1000000	1589
chrX-151	chrX	151000001	152000000	.	1000000	1562
chrX-152	chrX	152000001	153000000	.	1000000	1372
chrX-153	chrX	153000001	154000000	.	1000000	1662
chrX-154	chrX	154000001	155000000	.	1000000	1716
chrX-155	chrX	155000001	156000000	.	1000000	1695
chrX-156	chrX	156000001	156040895	.	40895	92
chrY-0	chrY	1	1000000	.	1000000	0
chrY-1	chrY	1000001	2000000	.	1000000	0
chrY-2	chrY	2000001	3000000	.	1000000	332
chrY-3	chrY	3000001	4000000	.	1000000	1231
chrY-4	chrY	4000001	5000000	.	1000000	1174
chrY-5	chrY	5000001	6000000	.	1000000	1148
chrY-6	chrY	6000001	7000000	.	1000000	1380
chrY-7	chrY	7000001	8000000	.	1000000	1585
chrY-8	chrY	8000001	9000000	.	1000000	1407
chrY-9	chrY	9000001	10000000	.	1000000	1916
chrY-10	chrY	10000001	11000000	.	1000000	1504
chrY-11	chrY	11000001	12000000	.	1000000	3353
chrY-12	chrY	12000001	13000000	.	1000000	1473
chrY-13	chrY	13000001	14000000	.	1000000	1450
chrY-14	chrY	14000001	15000000	.	1000000	1374
chrY-15	chrY	15000001	16000000	.	1000000	1403
chrY-16	chrY	16000001	17000000	.	1000000	1412
chrY-17	chrY	17000001	18000000	.	1000000	1245
chrY-18	chrY	18000001	19000000	.	1000000	1386
chrY-19	chrY	19000001	20000000	.	1000000	1395
chrY-20	chrY	20000001	21000000	.	1000000	1285
chrY-21	chrY	21000001	22000000	.	1000000	1293
chrY-22	chrY	22000001	23000000	.	1000000	1506
chrY-23	chrY	23000001	24000000	.	1000000	1250
chrY-24	chrY	24000001	25000000	.	1000000	1389
chrY-25	chrY	25000001	26000000	.	1000000	1460
chrY-26	chrY	26000001	27000000	.	1000000	1294
chrY-27	chrY	27000001	28000000	.	1000000	0
chrY-28	chrY	28000001	29000000	.	1000000	0
