""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"mean"	"sd"
"chr4-46"	"chr4"	46000001	47000000	"."	1000000	1.92153960029608	1.91529411764706	1.73445732349842	2.06738544474394	2.14137606032045	2.14079074252652	2.02284843869002	1.82994454713494	1.96144578313253	2.00518134715026	1.87721021611002	1.97966101694915	2.03409090909091	2.31683168316832	1.78092307692308	1.98193202049211	0.151016004028101
"chr4-47"	"chr4"	47000001	48000000	"."	1000000	1.97779422649889	2.11607843137255	1.95152792413066	1.95687331536388	1.94533459000942	1.98649951783992	2.01066260472201	1.97597042513863	1.99036144578313	2.04922279792746	2.09332023575638	1.98983050847458	2.01420454545455	2.28712871287129	1.93107692307692	2.01839241362802	0.0909030677169505
"chr4-48"	"chr4"	48000001	49000000	"."	1000000	1.97039230199852	1.96862745098039	2.21074815595364	1.92991913746631	1.89066918001885	2.15814850530376	2.02437166793602	1.88170055452865	1.86506024096386	2.16580310880829	1.84381139489195	2.16949152542373	2.13636363636364	1.92079207920792	1.952	2.00585992932303	0.127676880541517
"chr4-49"	"chr4"	49000001	50000000	"."	1000000	5.7720207253886	6.0643137254902	5.22023182297155	5.92991913746631	6.83129123468426	5.80135004821601	5.94821020563595	5.32902033271719	5.79919678714859	6.7020725388601	6.55206286836935	4.76949152542373	5.875	5.30693069306931	5.63384615384615	5.83566385328582	0.56249182992868
"chr4-50"	"chr4"	50000001	51000000	"."	1000000	3.74093264248705	4.42039215686274	2.42360379346681	3.25876010781671	3.1555136663525	2.87560270009643	2.47981721249048	2.86136783733826	3.32369477911647	3.76943005181347	2.7573673870334	1.85423728813559	1.53693181818182	2.25742574257426	2.61723076923077	2.88882053019978	0.756716616527195
"chr4-51"	"chr4"	51000001	52000000	"."	1000000	2.54626202812731	3.56862745098039	2.32876712328767	2.53369272237197	2.00754005655042	2.32594021215043	1.89489718202589	2.13123844731978	2.37751004016064	2.93523316062176	2.31630648330059	1.84067796610169	1.63352272727273	1.64356435643564	2.20369230769231	2.28583148429328	0.500459088153461
"chr4-52"	"chr4"	52000001	53000000	"."	1000000	1.98519615099926	2.11294117647059	2.10115911485775	2.24528301886792	1.83223374175306	2.02507232401157	1.93754760091394	2.09611829944547	2.07068273092369	2.14507772020725	2.03438113948919	1.9864406779661	2.03125	2.10891089108911	2.08923076923077	2.05343502374838	0.096608642536128
"chr4-53"	"chr4"	53000001	54000000	"."	1000000	2.16876387860844	2.08	2.03793466807165	2.1832884097035	1.95098963242224	2.08486017357763	1.96496572734196	2.05360443622921	2.18795180722892	2.16839378238342	2.1335952848723	2.00677966101695	2.0625	1.92079207920792	2.09415384615385	2.07323822578787	0.0860990149990305
"chr4-54"	"chr4"	54000001	55000000	"."	1000000	2.17764618800888	2.12078431372549	2.17281348788198	1.87870619946092	2.00188501413761	1.75699132111861	2.08987052551409	2.30499075785582	2.0289156626506	2.08290155440414	2.12671905697446	2.12542372881356	2.15056818181818	2.18811881188119	2.07323076923077	2.08530437156509	0.132191376107893
"chr4-55"	"chr4"	55000001	56000000	"."	1000000	1.99851961509993	1.96549019607843	2.03793466807165	2.0188679245283	2.05843543826579	2.01542912246866	1.93145468392993	2.09981515711645	2.1429718875502	2.01813471502591	2.03732809430255	1.89152542372881	2.10227272727273	1.8019801980198	1.96615384615385	2.00575424650753	0.0868302257002096
"chr4-56"	"chr4"	56000001	57000000	"."	1000000	2.05329385640266	2.06588235294118	2.02528977871444	1.94070080862534	2.02450518378888	1.92864030858245	1.95430312261995	2.10720887245841	1.98232931726908	2.10362694300518	2.06090373280943	2.26101694915254	1.86363636363636	1.93069306930693	2.03692307692308	2.02259691574906	0.0965859160116732
"chr4-57"	"chr4"	57000001	58000000	"."	1000000	2.20577350111029	2.10039215686275	2.02107481559536	1.89757412398922	1.93967954759661	2.04243008678881	1.88575780654989	2.07948243992606	1.95983935742972	2.0259067357513	2.03241650294695	2.03389830508475	2.125	2.27722772277228	2.02646153846154	2.04352764272437	0.106035264385308
"chr4-58"	"chr4"	58000001	59000000	"."	1000000	1.8060695780903	1.94823529411765	1.72813487881981	1.81132075471698	1.75871819038643	1.82642237222758	1.87357197258187	1.82994454713494	1.97751004016064	1.72020725388601	1.82514734774067	1.82033898305085	1.78125	1.68316831683168	1.73784615384615	1.80852571223944	0.0809373155630521
"chr4-59"	"chr4"	59000001	60000000	"."	1000000	1.79718726868986	1.8478431372549	1.79346680716544	1.85714285714286	1.83411875589067	2.10607521697203	2.05788271134806	1.79112754158965	2.00481927710843	1.70466321243523	1.78880157170923	2.17627118644068	1.9375	2.10891089108911	1.84184615384615	1.90984377257882	0.145129777081305
"chr4-60"	"chr4"	60000001	61000000	"."	1000000	1.99555884529978	1.78980392156863	1.70495258166491	2	1.80961357210179	2.13307618129219	1.89185072353389	1.78743068391867	1.92128514056225	1.87823834196891	1.80353634577603	2.12881355932203	1.80965909090909	2	1.84061538461538	1.8996289581689	0.127845915651775
"chr4-61"	"chr4"	61000001	62000000	"."	1000000	1.85640266469282	1.97803921568627	1.79768177028451	2.02425876010782	2.05655042412818	2.21793635486982	1.95277989337395	1.78927911275416	1.97751004016064	1.68911917098446	1.80943025540275	2.15254237288136	1.96875	1.98019801980198	1.76676923076923	1.9344831523932	0.14834033368298
"chr4-62"	"chr4"	62000001	63000000	"."	1000000	1.86824574389341	1.99843137254902	1.8377239199157	1.79784366576819	1.95664467483506	2.05785920925747	2.04417364813404	1.70609981515712	2.07228915662651	1.89119170984456	1.78880157170923	1.9864406779661	2.0625	1.74257425742574	1.87753846153846	1.91255719230804	0.122605457805973
"chr4-63"	"chr4"	63000001	64000000	"."	1000000	1.85788304959289	1.75686274509804	1.59747102212856	1.95417789757412	1.98491988689915	2.00385728061717	2.04112718964204	1.76894639556377	2.00963855421687	1.81347150259067	1.79469548133595	1.9728813559322	1.9375	1.76237623762376	1.72369230769231	1.86530006043383	0.131227442547931
"chr4-64"	"chr4"	64000001	65000000	"."	1000000	1.9659511472983	1.92313725490196	1.64594309799789	1.83827493261456	1.83977379830349	1.98264223722276	2.06854531607007	1.88354898336414	1.91646586345382	1.78238341968912	1.77799607072692	1.88813559322034	1.90056818181818	2.11881188118812	1.85353846153846	1.89238108262721	0.11670239922585
"chr4-65"	"chr4"	65000001	66000000	"."	1000000	1.82827535159141	1.81019607843137	1.73024236037935	2.03234501347709	1.90951932139491	2.07521697203472	2.07920792079208	1.65619223659889	1.97751004016064	1.76943005181347	1.76817288801572	2.12542372881356	2.13636363636364	2.03960396039604	1.82523076923077	1.91752868863291	0.157996507299803
"chr4-66"	"chr4"	66000001	67000000	"."	1000000	1.91857883049593	1.92156862745098	1.75974710221286	1.97843665768194	2.05655042412818	2.08678881388621	2.09139375476009	1.83364140480591	2.04016064257028	1.86787564766839	1.79273084479371	2.21694915254237	2.01988636363636	2.14851485148515	1.92430769230769	1.9771420540284	0.132871284853944
"chr4-67"	"chr4"	67000001	68000000	"."	1000000	2.03256846780163	1.91372549019608	1.94731296101159	1.92991913746631	2.07163053722903	1.91513982642237	2.07159177456207	1.89648798521257	2.0144578313253	2.10362694300518	1.96267190569745	1.76949152542373	1.89488636363636	1.95049504950495	1.97784615384615	1.96345679682272	0.0861054128031325
"chr4-68"	"chr4"	68000001	69000000	"."	1000000	1.86232420429312	1.94352941176471	1.66069546891465	1.8921832884097	1.86427898209237	1.95178399228544	1.93145468392993	1.76709796672828	2.10602409638554	1.94818652849741	1.8713163064833	1.79322033898305	2.08806818181818	2.14851485148515	1.94646153846154	1.91834265603549	0.129417824737381
"chr4-69"	"chr4"	69000001	70000000	"."	1000000	1.88452997779423	1.9121568627451	1.89041095890411	1.88948787061995	2.05655042412818	1.93056894889103	1.89032749428789	1.73752310536044	2.04658634538153	1.8860103626943	1.92043222003929	2.10169491525424	1.90340909090909	2.14851485148515	1.84984615384615	1.93653663882271	0.106760316687025
"chr4-70"	"chr4"	70000001	71000000	"."	1000000	2.03256846780163	1.87607843137255	2.15384615384615	2.02156334231806	2.03958529688973	2.05593056894889	2.09444021325209	2.00554528650647	2.14779116465863	2.08031088082902	1.97838899803536	1.96949152542373	2.07386363636364	1.98019801980198	1.89107692307692	2.02671192727499	0.0805760331988941
"chr4-71"	"chr4"	71000001	72000000	"."	1000000	1.9659511472983	1.9043137254902	2.09694415173867	2.14824797843666	1.90197926484449	1.99614271938284	1.96039603960396	2.00924214417745	2.00803212851406	2.00777202072539	2.024557956778	2.14915254237288	2.09943181818182	2.01980198019802	1.90769230769231	2.01331052836233	0.0811013956228444
"chr4-72"	"chr4"	72000001	73000000	"."	1000000	2.01628423390081	2.01098039215686	1.92413066385669	2.02964959568733	2.08105560791706	1.88235294117647	1.97867479055598	2.1275415896488	1.97269076305221	1.97150259067358	1.94007858546169	2.00677966101695	2.05113636363636	1.82178217821782	1.94215384615385	1.98378625354083	0.0770562474162162
"chr4-73"	"chr4"	73000001	74000000	"."	1000000	2.02960769800148	1.92627450980392	1.95152792413066	1.87870619946092	1.82280867106503	2.04050144648023	1.87814166031988	1.81515711645102	2.01124497991968	2.17875647668394	1.90176817288802	1.94915254237288	1.84090909090909	2.13861386138614	1.89169230769231	1.95032417717101	0.109864046343127
"chr4-74"	"chr4"	74000001	75000000	"."	1000000	2.01332346410067	2.0643137254902	2.03371970495258	2.07816711590297	1.98114985862394	2.28158148505304	2.01066260472201	1.94639556377079	2.01927710843374	2.04145077720207	2.05795677799607	2.12881355932203	1.98863636363636	2.10891089108911	1.88492307692308	2.04261880514791	0.0903252627064677
"chr4-75"	"chr4"	75000001	76000000	"."	1000000	2.04885270170244	2.05647058823529	2.09905163329821	2.06469002695418	1.76437323279925	1.90742526518804	2.001523229246	1.94639556377079	1.83775100401606	1.92227979274611	1.94793713163065	1.95254237288136	1.96875	1.98019801980198	2.01661538461538	1.96765706312572	0.0885675910542917
"chr4-76"	"chr4"	76000001	77000000	"."	1000000	2.0059215396003	2.04705882352941	2.12644889357218	2.11320754716981	2.05278039585297	1.96142719382835	1.99086062452399	1.90573012939002	2.08835341365462	2.13989637305699	2	2.05423728813559	2.04261363636364	2.1980198019802	2.03138461538462	2.05052935173618	0.0748008636120939
"chr4-77"	"chr4"	77000001	78000000	"."	1000000	1.97779422649889	2.19607843137255	2.06111696522655	2.24797843665768	1.95664467483506	1.86499517839923	2.09291698400609	2.26247689463956	1.9421686746988	2.16062176165803	2.06483300589391	1.94576271186441	2.05681818181818	2.14851485148515	2.09353846153846	2.07148396270617	0.118163319099001
"chr4-78"	"chr4"	78000001	79000000	"."	1000000	2.07105847520355	2.02196078431373	2.13066385669125	1.80862533692722	1.90951932139491	2.05785920925747	2.001523229246	2.14787430683919	2.0144578313253	2.1580310880829	2.1041257367387	2.09830508474576	2.02840909090909	2.11881188118812	1.90092307692308	2.03814322065242	0.100440945566612
"chr4-79"	"chr4"	79000001	80000000	"."	1000000	1.89045151739452	1.97960784313725	1.9536354056902	2.10512129380054	1.94533459000942	2.1427193828351	2.01066260472201	1.85951940850277	2.06104417670683	1.93782383419689	1.94106090373281	1.92881355932203	1.99147727272727	2.08910891089109	1.89169230769231	1.98187153409074	0.0844181998786982
"chr4-80"	"chr4"	80000001	81000000	"."	1000000	1.93042190969652	1.95450980392157	2.07165437302424	1.92722371967655	1.93213949104618	1.84763741562199	1.94364051789794	1.7449168207024	1.96626506024096	2.03886010362694	1.8811394891945	2.1864406779661	2.15056818181818	2.36633663366337	1.99261538461538	1.99562463884752	0.151558855533277
"chr4-81"	"chr4"	81000001	82000000	"."	1000000	1.95854922279793	2.03764705882353	2.12855637513172	2.1455525606469	2.04147031102733	2.12921890067502	2.07006854531607	2.02218114602588	1.94377510040161	2.24611398963731	2.03241650294695	2.03389830508475	2.17045454545455	1.88118811881188	1.98153846153846	2.05484194295466	0.0959900276412581
"chr4-82"	"chr4"	82000001	83000000	"."	1000000	1.93486306439674	2.11137254901961	1.86933614330875	2.06738544474394	1.92648444863336	2.10221793635487	1.95430312261995	2.04251386321627	1.94859437751004	2.0699481865285	2.11493123772102	2.11525423728814	2.05397727272727	1.76237623762376	2.05661538461538	2.00867823375384	0.104707559473262
"chr4-83"	"chr4"	83000001	84000000	"."	1000000	1.98963730569948	2.10352941176471	2.16859852476291	1.83018867924528	2.07917059377945	1.99614271938284	1.91926884996192	2.07578558225508	2.06586345381526	2.02849740932642	1.94597249508841	2.16271186440678	2.04829545454545	1.55445544554455	1.91569230769231	1.99225400648472	0.153116507231744
"chr4-84"	"chr4"	84000001	85000000	"."	1000000	1.95262768319763	2.0643137254902	1.96206533192835	2.13477088948787	2.04147031102733	2.03471552555448	1.95734958111196	1.91682070240296	1.96305220883534	2.08549222797927	1.92534381139489	2.1864406779661	2.23295454545455	2.13861386138614	1.99938461538462	2.03969437990678	0.0987422725215529
"chr4-85"	"chr4"	85000001	86000000	"."	1000000	2.00296076980015	2.00156862745098	2.01896733403583	1.98382749326146	1.82657869934025	1.97107039537126	1.96801218583397	1.83918669131238	2.00321285140562	2.06217616580311	1.82907662082515	1.96271186440678	1.92897727272727	2.03960396039604	1.93107692307692	1.95793385700314	0.074512528836849
"chr4-86"	"chr4"	86000001	87000000	"."	1000000	2.039970392302	1.94666666666667	2.04004214963119	2.01347708894879	1.98491988689915	1.99421407907425	2.01980198019802	1.88909426987061	2.11726907630522	2.09585492227979	2.0049115913556	2.12542372881356	1.93181818181818	2.06930693069307	1.98338461538462	2.01707703734938	0.0672041188348831
"chr4-87"	"chr4"	87000001	88000000	"."	1000000	2.0740192450037	2.04235294117647	1.89462592202318	1.88679245283019	2.04901036757776	1.95371263259402	2.03351104341203	2.01293900184843	2.14618473895582	2.24352331606218	1.92829076620825	2.24067796610169	1.96875	2.21782178217822	1.99138461538462	2.04557311942377	0.118957485951399
"chr4-88"	"chr4"	88000001	89000000	"."	1000000	2.10510732790526	2.11450980392157	2.03371970495258	2.10242587601078	2.0301602262017	2.03085824493732	1.996953541508	2.04805914972274	2.01285140562249	2.06735751295337	2.00196463654224	2.02372881355932	2.02840909090909	2.02970297029703	1.95938461538462	2.03901286136187	0.0428843703711124
"chr4-89"	"chr4"	89000001	90000000	"."	1000000	1.91561806069578	1.93254901960784	2.10748155953635	1.78706199460916	2.0923656927427	1.99807135969142	2.12947448591013	1.96487985212569	2.11887550200803	2.02331606217617	1.94891944990177	2.0271186440678	1.94886363636364	2.31683168316832	1.888	2.01329513350699	0.127056381203287
"chr4-90"	"chr4"	90000001	91000000	"."	1000000	1.83567727609178	1.96235294117647	1.89884088514225	1.89757412398922	1.91328934967012	2.06943105110897	2.06245239908606	1.77079482439926	2.10763052208835	1.89119170984456	1.80157170923379	1.9728813559322	2.07670454545455	2.27722772277228	1.79938461538462	1.95580033542497	0.140186651913409
"chr4-91"	"chr4"	91000001	92000000	"."	1000000	2.039970392302	1.87921568627451	1.64594309799789	1.8921832884097	1.99622997172479	2.11957569913211	1.92383853769992	1.87985212569316	1.99678714859438	1.92746113989637	1.78487229862475	1.93220338983051	2.07386363636364	2.31683168316832	1.83015384615385	1.94926546279106	0.155825072012267
"chr4-92"	"chr4"	92000001	93000000	"."	1000000	1.89489267209474	1.9843137254902	1.71759747102213	1.94878706199461	2.04901036757776	1.89199614271938	2.06092916984006	1.70055452865065	1.99678714859438	1.92487046632124	1.82318271119843	1.96610169491525	1.875	1.94059405940594	1.77292307692308	1.90316935311652	0.109953875534833
"chr4-93"	"chr4"	93000001	94000000	"."	1000000	1.94078460399704	1.95764705882353	1.92413066385669	2.01078167115903	1.98868991517436	2.00192864030858	2.01675552170602	1.80776340110906	2.0144578313253	2.06217616580311	1.96070726915521	2.06779661016949	2.20738636363636	2.06930693069307	1.83323076923077	1.99090289440984	0.0975186080613802
"chr4-94"	"chr4"	94000001	95000000	"."	1000000	2.05329385640266	1.96078431372549	1.89673340358272	1.8544474393531	1.99245994344958	2.22950819672131	1.96496572734196	2.08502772643253	1.99196787148594	2.08549222797927	1.93418467583497	2.16949152542373	1.9375	2.13861386138614	1.97107692307692	2.01770317947976	0.105932475485622
"chr4-95"	"chr4"	95000001	96000000	"."	1000000	1.93486306439674	2.10196078431373	1.89884088514225	2.00808625336927	2.16022620169651	2.19672131147541	1.91012947448591	1.8539741219963	2.05943775100402	1.86787564766839	1.80943025540275	2.14237288135593	2.11931818181818	1.9009900990099	1.848	1.98748179420902	0.131224757278613
"chr4-96"	"chr4"	96000001	97000000	"."	1000000	1.90525536639526	1.93725490196078	1.75553213909378	2.0377358490566	1.86239396795476	1.98457087753134	2.02741812642803	1.81146025878004	1.86827309236948	1.94559585492228	1.79273084479371	2.14237288135593	2.02272727272727	1.92079207920792	1.85415384615385	1.92455115724874	0.105488802108313
"chr4-97"	"chr4"	97000001	98000000	"."	1000000	2.03700962250185	1.91843137254902	1.66491043203372	1.85714285714286	1.9076343072573	2.20636451301832	1.92079207920792	1.74676524953789	1.93092369477912	1.81347150259067	1.92337917485265	2.01016949152542	2.03693181818182	2.14851485148515	1.89661538461538	1.93460375675194	0.140847779328972
