# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genome/bins.gtf" "-o" "output/98217.new.report/patient.fc.tsv" "-T" "8" "output/98217.new.report/patient.bam" 
Geneid	Chr	Start	End	Strand	Length	output/98217.new.report/patient.bam
chr18-69	chr18	69000001	70000000	.	1000000	646
chr18-70	chr18	70000001	71000000	.	1000000	625
chr18-71	chr18	71000001	72000000	.	1000000	603
chr18-72	chr18	72000001	73000000	.	1000000	616
chr18-73	chr18	73000001	74000000	.	1000000	614
chr18-74	chr18	74000001	75000000	.	1000000	596
chr18-75	chr18	75000001	76000000	.	1000000	582
chr18-76	chr18	76000001	77000000	.	1000000	601
chr18-77	chr18	77000001	78000000	.	1000000	666
chr18-78	chr18	78000001	79000000	.	1000000	564
chr18-79	chr18	79000001	80000000	.	1000000	651
chr18-80	chr18	80000001	80373285	.	373285	177
chr19-0	chr19	1	1000000	.	1000000	555
chr19-1	chr19	1000001	2000000	.	1000000	547
chr19-2	chr19	2000001	3000000	.	1000000	579
chr19-3	chr19	3000001	4000000	.	1000000	597
chr19-4	chr19	4000001	5000000	.	1000000	534
chr19-5	chr19	5000001	6000000	.	1000000	542
chr19-6	chr19	6000001	7000000	.	1000000	606
chr19-7	chr19	7000001	8000000	.	1000000	634
chr19-8	chr19	8000001	9000000	.	1000000	644
chr19-9	chr19	9000001	10000000	.	1000000	598
chr19-10	chr19	10000001	11000000	.	1000000	590
chr19-11	chr19	11000001	12000000	.	1000000	600
chr19-12	chr19	12000001	13000000	.	1000000	533
chr19-13	chr19	13000001	14000000	.	1000000	571
chr19-14	chr19	14000001	15000000	.	1000000	523
chr19-15	chr19	15000001	16000000	.	1000000	545
chr19-16	chr19	16000001	17000000	.	1000000	570
chr19-17	chr19	17000001	18000000	.	1000000	572
chr19-18	chr19	18000001	19000000	.	1000000	603
chr19-19	chr19	19000001	20000000	.	1000000	591
chr19-20	chr19	20000001	21000000	.	1000000	588
chr19-21	chr19	21000001	22000000	.	1000000	603
chr19-22	chr19	22000001	23000000	.	1000000	607
chr19-23	chr19	23000001	24000000	.	1000000	607
chr19-24	chr19	24000001	25000000	.	1000000	358
chr19-25	chr19	25000001	26000000	.	1000000	0
chr19-26	chr19	26000001	27000000	.	1000000	0
chr19-27	chr19	27000001	28000000	.	1000000	487
chr19-28	chr19	28000001	29000000	.	1000000	552
chr19-29	chr19	29000001	30000000	.	1000000	535
chr19-30	chr19	30000001	31000000	.	1000000	531
chr19-31	chr19	31000001	32000000	.	1000000	589
chr19-32	chr19	32000001	33000000	.	1000000	639
chr19-33	chr19	33000001	34000000	.	1000000	560
chr19-34	chr19	34000001	35000000	.	1000000	594
chr19-35	chr19	35000001	36000000	.	1000000	611
chr19-36	chr19	36000001	37000000	.	1000000	685
chr19-37	chr19	37000001	38000000	.	1000000	650
chr19-38	chr19	38000001	39000000	.	1000000	580
chr19-39	chr19	39000001	40000000	.	1000000	560
chr19-40	chr19	40000001	41000000	.	1000000	640
chr19-41	chr19	41000001	42000000	.	1000000	630
chr19-42	chr19	42000001	43000000	.	1000000	563
chr19-43	chr19	43000001	44000000	.	1000000	558
chr19-44	chr19	44000001	45000000	.	1000000	655
chr19-45	chr19	45000001	46000000	.	1000000	596
chr19-46	chr19	46000001	47000000	.	1000000	665
chr19-47	chr19	47000001	48000000	.	1000000	601
chr19-48	chr19	48000001	49000000	.	1000000	544
chr19-49	chr19	49000001	50000000	.	1000000	572
chr19-50	chr19	50000001	51000000	.	1000000	587
chr19-51	chr19	51000001	52000000	.	1000000	600
chr19-52	chr19	52000001	53000000	.	1000000	585
chr19-53	chr19	53000001	54000000	.	1000000	554
chr19-54	chr19	54000001	55000000	.	1000000	639
chr19-55	chr19	55000001	56000000	.	1000000	558
chr19-56	chr19	56000001	57000000	.	1000000	595
chr19-57	chr19	57000001	58000000	.	1000000	614
chr19-58	chr19	58000001	58617616	.	617616	413
chr20-0	chr20	1	1000000	.	1000000	636
chr20-1	chr20	1000001	2000000	.	1000000	617
chr20-2	chr20	2000001	3000000	.	1000000	626
chr20-3	chr20	3000001	4000000	.	1000000	566
chr20-4	chr20	4000001	5000000	.	1000000	587
chr20-5	chr20	5000001	6000000	.	1000000	607
chr20-6	chr20	6000001	7000000	.	1000000	626
chr20-7	chr20	7000001	8000000	.	1000000	609
chr20-8	chr20	8000001	9000000	.	1000000	593
chr20-9	chr20	9000001	10000000	.	1000000	625
chr20-10	chr20	10000001	11000000	.	1000000	578
chr20-11	chr20	11000001	12000000	.	1000000	588
chr20-12	chr20	12000001	13000000	.	1000000	574
chr20-13	chr20	13000001	14000000	.	1000000	604
chr20-14	chr20	14000001	15000000	.	1000000	653
chr20-15	chr20	15000001	16000000	.	1000000	606
chr20-16	chr20	16000001	17000000	.	1000000	552
chr20-17	chr20	17000001	18000000	.	1000000	680
chr20-18	chr20	18000001	19000000	.	1000000	561
chr20-19	chr20	19000001	20000000	.	1000000	564
chr20-20	chr20	20000001	21000000	.	1000000	624
chr20-21	chr20	21000001	22000000	.	1000000	615
chr20-22	chr20	22000001	23000000	.	1000000	627
chr20-23	chr20	23000001	24000000	.	1000000	605
chr20-24	chr20	24000001	25000000	.	1000000	593
chr20-25	chr20	25000001	26000000	.	1000000	548
chr20-26	chr20	26000001	27000000	.	1000000	884
chr20-27	chr20	27000001	28000000	.	1000000	953
chr20-28	chr20	28000001	29000000	.	1000000	866
chr20-29	chr20	29000001	30000000	.	1000000	931
chr20-30	chr20	30000001	31000000	.	1000000	689
chr20-31	chr20	31000001	32000000	.	1000000	703
chr20-32	chr20	32000001	33000000	.	1000000	618
chr20-33	chr20	33000001	34000000	.	1000000	598
chr20-34	chr20	34000001	35000000	.	1000000	546
chr20-35	chr20	35000001	36000000	.	1000000	609
chr20-36	chr20	36000001	37000000	.	1000000	568
chr20-37	chr20	37000001	38000000	.	1000000	635
chr20-38	chr20	38000001	39000000	.	1000000	569
chr20-39	chr20	39000001	40000000	.	1000000	651
chr20-40	chr20	40000001	41000000	.	1000000	611
chr20-41	chr20	41000001	42000000	.	1000000	569
chr20-42	chr20	42000001	43000000	.	1000000	591
chr20-43	chr20	43000001	44000000	.	1000000	537
chr20-44	chr20	44000001	45000000	.	1000000	572
chr20-45	chr20	45000001	46000000	.	1000000	668
chr20-46	chr20	46000001	47000000	.	1000000	615
chr20-47	chr20	47000001	48000000	.	1000000	550
chr20-48	chr20	48000001	49000000	.	1000000	600
chr20-49	chr20	49000001	50000000	.	1000000	553
chr20-50	chr20	50000001	51000000	.	1000000	582
chr20-51	chr20	51000001	52000000	.	1000000	648
chr20-52	chr20	52000001	53000000	.	1000000	610
chr20-53	chr20	53000001	54000000	.	1000000	575
chr20-54	chr20	54000001	55000000	.	1000000	591
chr20-55	chr20	55000001	56000000	.	1000000	600
chr20-56	chr20	56000001	57000000	.	1000000	561
chr20-57	chr20	57000001	58000000	.	1000000	579
chr20-58	chr20	58000001	59000000	.	1000000	619
chr20-59	chr20	59000001	60000000	.	1000000	565
chr20-60	chr20	60000001	61000000	.	1000000	628
chr20-61	chr20	61000001	62000000	.	1000000	557
chr20-62	chr20	62000001	63000000	.	1000000	603
chr20-63	chr20	63000001	64000000	.	1000000	572
chr20-64	chr20	64000001	64444167	.	444167	229
chr21-0	chr21	1	1000000	.	1000000	0
chr21-1	chr21	1000001	2000000	.	1000000	0
chr21-2	chr21	2000001	3000000	.	1000000	0
chr21-3	chr21	3000001	4000000	.	1000000	0
chr21-4	chr21	4000001	5000000	.	1000000	0
chr21-5	chr21	5000001	6000000	.	1000000	386
chr21-6	chr21	6000001	7000000	.	1000000	242
chr21-7	chr21	7000001	8000000	.	1000000	582
chr21-8	chr21	8000001	9000000	.	1000000	2843
chr21-9	chr21	9000001	10000000	.	1000000	919
chr21-10	chr21	10000001	11000000	.	1000000	1103
chr21-11	chr21	11000001	12000000	.	1000000	0
chr21-12	chr21	12000001	13000000	.	1000000	44
chr21-13	chr21	13000001	14000000	.	1000000	530
chr21-14	chr21	14000001	15000000	.	1000000	599
chr21-15	chr21	15000001	16000000	.	1000000	560
chr21-16	chr21	16000001	17000000	.	1000000	642
chr21-17	chr21	17000001	18000000	.	1000000	562
chr21-18	chr21	18000001	19000000	.	1000000	586
chr21-19	chr21	19000001	20000000	.	1000000	589
chr21-20	chr21	20000001	21000000	.	1000000	606
chr21-21	chr21	21000001	22000000	.	1000000	645
chr21-22	chr21	22000001	23000000	.	1000000	588
chr21-23	chr21	23000001	24000000	.	1000000	583
chr21-24	chr21	24000001	25000000	.	1000000	595
chr21-25	chr21	25000001	26000000	.	1000000	579
chr21-26	chr21	26000001	27000000	.	1000000	622
chr21-27	chr21	27000001	28000000	.	1000000	589
chr21-28	chr21	28000001	29000000	.	1000000	628
chr21-29	chr21	29000001	30000000	.	1000000	641
chr21-30	chr21	30000001	31000000	.	1000000	653
chr21-31	chr21	31000001	32000000	.	1000000	546
chr21-32	chr21	32000001	33000000	.	1000000	630
chr21-33	chr21	33000001	34000000	.	1000000	589
chr21-34	chr21	34000001	35000000	.	1000000	600
chr21-35	chr21	35000001	36000000	.	1000000	526
chr21-36	chr21	36000001	37000000	.	1000000	622
chr21-37	chr21	37000001	38000000	.	1000000	632
chr21-38	chr21	38000001	39000000	.	1000000	616
chr21-39	chr21	39000001	40000000	.	1000000	674
chr21-40	chr21	40000001	41000000	.	1000000	625
chr21-41	chr21	41000001	42000000	.	1000000	619
chr21-42	chr21	42000001	43000000	.	1000000	595
chr21-43	chr21	43000001	44000000	.	1000000	465
chr21-44	chr21	44000001	45000000	.	1000000	532
chr21-45	chr21	45000001	46000000	.	1000000	640
chr21-46	chr21	46000001	46709983	.	709983	424
chr22-0	chr22	1	1000000	.	1000000	0
chr22-1	chr22	1000001	2000000	.	1000000	0
chr22-2	chr22	2000001	3000000	.	1000000	0
chr22-3	chr22	3000001	4000000	.	1000000	0
chr22-4	chr22	4000001	5000000	.	1000000	0
chr22-5	chr22	5000001	6000000	.	1000000	0
chr22-6	chr22	6000001	7000000	.	1000000	0
chr22-7	chr22	7000001	8000000	.	1000000	0
chr22-8	chr22	8000001	9000000	.	1000000	0
chr22-9	chr22	9000001	10000000	.	1000000	0
chr22-10	chr22	10000001	11000000	.	1000000	360
chr22-11	chr22	11000001	12000000	.	1000000	605
chr22-12	chr22	12000001	13000000	.	1000000	673
chr22-13	chr22	13000001	14000000	.	1000000	0
chr22-14	chr22	14000001	15000000	.	1000000	0
chr22-15	chr22	15000001	16000000	.	1000000	732
chr22-16	chr22	16000001	17000000	.	1000000	551
chr22-17	chr22	17000001	18000000	.	1000000	563
chr22-18	chr22	18000001	19000000	.	1000000	471
chr22-19	chr22	19000001	20000000	.	1000000	652
chr22-20	chr22	20000001	21000000	.	1000000	584
chr22-21	chr22	21000001	22000000	.	1000000	665
chr22-22	chr22	22000001	23000000	.	1000000	569
chr22-23	chr22	23000001	24000000	.	1000000	583
chr22-24	chr22	24000001	25000000	.	1000000	613
chr22-25	chr22	25000001	26000000	.	1000000	583
chr22-26	chr22	26000001	27000000	.	1000000	548
chr22-27	chr22	27000001	28000000	.	1000000	589
chr22-28	chr22	28000001	29000000	.	1000000	627
chr22-29	chr22	29000001	30000000	.	1000000	612
chr22-30	chr22	30000001	31000000	.	1000000	586
chr22-31	chr22	31000001	32000000	.	1000000	571
chr22-32	chr22	32000001	33000000	.	1000000	623
chr22-33	chr22	33000001	34000000	.	1000000	574
chr22-34	chr22	34000001	35000000	.	1000000	608
chr22-35	chr22	35000001	36000000	.	1000000	655
chr22-36	chr22	36000001	37000000	.	1000000	581
chr22-37	chr22	37000001	38000000	.	1000000	551
chr22-38	chr22	38000001	39000000	.	1000000	580
chr22-39	chr22	39000001	40000000	.	1000000	573
chr22-40	chr22	40000001	41000000	.	1000000	573
chr22-41	chr22	41000001	42000000	.	1000000	613
chr22-42	chr22	42000001	43000000	.	1000000	662
chr22-43	chr22	43000001	44000000	.	1000000	546
chr22-44	chr22	44000001	45000000	.	1000000	571
chr22-45	chr22	45000001	46000000	.	1000000	581
chr22-46	chr22	46000001	47000000	.	1000000	594
chr22-47	chr22	47000001	48000000	.	1000000	593
chr22-48	chr22	48000001	49000000	.	1000000	621
chr22-49	chr22	49000001	50000000	.	1000000	617
chr22-50	chr22	50000001	50818468	.	818468	574
chrX-0	chrX	1	1000000	.	1000000	473
chrX-1	chrX	1000001	2000000	.	1000000	546
chrX-2	chrX	2000001	3000000	.	1000000	464
chrX-3	chrX	3000001	4000000	.	1000000	576
chrX-4	chrX	4000001	5000000	.	1000000	564
chrX-5	chrX	5000001	6000000	.	1000000	583
chrX-6	chrX	6000001	7000000	.	1000000	626
chrX-7	chrX	7000001	8000000	.	1000000	597
chrX-8	chrX	8000001	9000000	.	1000000	518
chrX-9	chrX	9000001	10000000	.	1000000	628
chrX-10	chrX	10000001	11000000	.	1000000	568
chrX-11	chrX	11000001	12000000	.	1000000	569
chrX-12	chrX	12000001	13000000	.	1000000	602
chrX-13	chrX	13000001	14000000	.	1000000	581
chrX-14	chrX	14000001	15000000	.	1000000	564
chrX-15	chrX	15000001	16000000	.	1000000	610
chrX-16	chrX	16000001	17000000	.	1000000	508
chrX-17	chrX	17000001	18000000	.	1000000	609
chrX-18	chrX	18000001	19000000	.	1000000	607
chrX-19	chrX	19000001	20000000	.	1000000	569
chrX-20	chrX	20000001	21000000	.	1000000	596
chrX-21	chrX	21000001	22000000	.	1000000	602
chrX-22	chrX	22000001	23000000	.	1000000	595
chrX-23	chrX	23000001	24000000	.	1000000	591
chrX-24	chrX	24000001	25000000	.	1000000	553
chrX-25	chrX	25000001	26000000	.	1000000	588
chrX-26	chrX	26000001	27000000	.	1000000	627
chrX-27	chrX	27000001	28000000	.	1000000	590
chrX-28	chrX	28000001	29000000	.	1000000	612
chrX-29	chrX	29000001	30000000	.	1000000	586
chrX-30	chrX	30000001	31000000	.	1000000	615
chrX-31	chrX	31000001	32000000	.	1000000	646
chrX-32	chrX	32000001	33000000	.	1000000	629
chrX-33	chrX	33000001	34000000	.	1000000	551
chrX-34	chrX	34000001	35000000	.	1000000	611
chrX-35	chrX	35000001	36000000	.	1000000	622
chrX-36	chrX	36000001	37000000	.	1000000	623
chrX-37	chrX	37000001	38000000	.	1000000	467
chrX-38	chrX	38000001	39000000	.	1000000	611
chrX-39	chrX	39000001	40000000	.	1000000	592
chrX-40	chrX	40000001	41000000	.	1000000	631
chrX-41	chrX	41000001	42000000	.	1000000	596
chrX-42	chrX	42000001	43000000	.	1000000	602
chrX-43	chrX	43000001	44000000	.	1000000	607
chrX-44	chrX	44000001	45000000	.	1000000	612
chrX-45	chrX	45000001	46000000	.	1000000	547
chrX-46	chrX	46000001	47000000	.	1000000	572
chrX-47	chrX	47000001	48000000	.	1000000	591
chrX-48	chrX	48000001	49000000	.	1000000	572
chrX-49	chrX	49000001	50000000	.	1000000	606
chrX-50	chrX	50000001	51000000	.	1000000	587
chrX-51	chrX	51000001	52000000	.	1000000	622
chrX-52	chrX	52000001	53000000	.	1000000	549
chrX-53	chrX	53000001	54000000	.	1000000	500
chrX-54	chrX	54000001	55000000	.	1000000	583
chrX-55	chrX	55000001	56000000	.	1000000	603
chrX-56	chrX	56000001	57000000	.	1000000	550
chrX-57	chrX	57000001	58000000	.	1000000	560
chrX-58	chrX	58000001	59000000	.	1000000	592
chrX-59	chrX	59000001	60000000	.	1000000	643
chrX-60	chrX	60000001	61000000	.	1000000	631
chrX-61	chrX	61000001	62000000	.	1000000	557
chrX-62	chrX	62000001	63000000	.	1000000	519
chrX-63	chrX	63000001	64000000	.	1000000	597
chrX-64	chrX	64000001	65000000	.	1000000	610
chrX-65	chrX	65000001	66000000	.	1000000	607
chrX-66	chrX	66000001	67000000	.	1000000	626
chrX-67	chrX	67000001	68000000	.	1000000	657
chrX-68	chrX	68000001	69000000	.	1000000	587
chrX-69	chrX	69000001	70000000	.	1000000	625
chrX-70	chrX	70000001	71000000	.	1000000	614
chrX-71	chrX	71000001	72000000	.	1000000	579
chrX-72	chrX	72000001	73000000	.	1000000	599
chrX-73	chrX	73000001	74000000	.	1000000	549
chrX-74	chrX	74000001	75000000	.	1000000	599
chrX-75	chrX	75000001	76000000	.	1000000	555
chrX-76	chrX	76000001	77000000	.	1000000	619
chrX-77	chrX	77000001	78000000	.	1000000	598
chrX-78	chrX	78000001	79000000	.	1000000	578
chrX-79	chrX	79000001	80000000	.	1000000	563
chrX-80	chrX	80000001	81000000	.	1000000	611
chrX-81	chrX	81000001	82000000	.	1000000	610
chrX-82	chrX	82000001	83000000	.	1000000	556
chrX-83	chrX	83000001	84000000	.	1000000	609
chrX-84	chrX	84000001	85000000	.	1000000	625
chrX-85	chrX	85000001	86000000	.	1000000	597
chrX-86	chrX	86000001	87000000	.	1000000	560
chrX-87	chrX	87000001	88000000	.	1000000	563
chrX-88	chrX	88000001	89000000	.	1000000	636
chrX-89	chrX	89000001	90000000	.	1000000	570
chrX-90	chrX	90000001	91000000	.	1000000	601
chrX-91	chrX	91000001	92000000	.	1000000	557
chrX-92	chrX	92000001	93000000	.	1000000	614
chrX-93	chrX	93000001	94000000	.	1000000	598
chrX-94	chrX	94000001	95000000	.	1000000	627
chrX-95	chrX	95000001	96000000	.	1000000	629
chrX-96	chrX	96000001	97000000	.	1000000	580
chrX-97	chrX	97000001	98000000	.	1000000	566
chrX-98	chrX	98000001	99000000	.	1000000	653
chrX-99	chrX	99000001	100000000	.	1000000	645
chrX-100	chrX	100000001	101000000	.	1000000	597
chrX-101	chrX	101000001	102000000	.	1000000	592
chrX-102	chrX	102000001	103000000	.	1000000	611
chrX-103	chrX	103000001	104000000	.	1000000	562
chrX-104	chrX	104000001	105000000	.	1000000	572
chrX-105	chrX	105000001	106000000	.	1000000	581
chrX-106	chrX	106000001	107000000	.	1000000	587
chrX-107	chrX	107000001	108000000	.	1000000	592
chrX-108	chrX	108000001	109000000	.	1000000	660
chrX-109	chrX	109000001	110000000	.	1000000	626
chrX-110	chrX	110000001	111000000	.	1000000	626
chrX-111	chrX	111000001	112000000	.	1000000	565
chrX-112	chrX	112000001	113000000	.	1000000	595
chrX-113	chrX	113000001	114000000	.	1000000	605
chrX-114	chrX	114000001	115000000	.	1000000	485
chrX-115	chrX	115000001	116000000	.	1000000	545
chrX-116	chrX	116000001	117000000	.	1000000	564
chrX-117	chrX	117000001	118000000	.	1000000	543
chrX-118	chrX	118000001	119000000	.	1000000	574
chrX-119	chrX	119000001	120000000	.	1000000	534
chrX-120	chrX	120000001	121000000	.	1000000	533
chrX-121	chrX	121000001	122000000	.	1000000	633
chrX-122	chrX	122000001	123000000	.	1000000	607
chrX-123	chrX	123000001	124000000	.	1000000	574
chrX-124	chrX	124000001	125000000	.	1000000	566
chrX-125	chrX	125000001	126000000	.	1000000	561
chrX-126	chrX	126000001	127000000	.	1000000	623
chrX-127	chrX	127000001	128000000	.	1000000	566
chrX-128	chrX	128000001	129000000	.	1000000	591
chrX-129	chrX	129000001	130000000	.	1000000	610
chrX-130	chrX	130000001	131000000	.	1000000	593
chrX-131	chrX	131000001	132000000	.	1000000	598
chrX-132	chrX	132000001	133000000	.	1000000	561
chrX-133	chrX	133000001	134000000	.	1000000	552
chrX-134	chrX	134000001	135000000	.	1000000	445
chrX-135	chrX	135000001	136000000	.	1000000	523
chrX-136	chrX	136000001	137000000	.	1000000	601
chrX-137	chrX	137000001	138000000	.	1000000	620
chrX-138	chrX	138000001	139000000	.	1000000	542
chrX-139	chrX	139000001	140000000	.	1000000	591
chrX-140	chrX	140000001	141000000	.	1000000	545
chrX-141	chrX	141000001	142000000	.	1000000	552
chrX-142	chrX	142000001	143000000	.	1000000	558
chrX-143	chrX	143000001	144000000	.	1000000	605
chrX-144	chrX	144000001	145000000	.	1000000	561
chrX-145	chrX	145000001	146000000	.	1000000	559
chrX-146	chrX	146000001	147000000	.	1000000	622
chrX-147	chrX	147000001	148000000	.	1000000	604
chrX-148	chrX	148000001	149000000	.	1000000	837
chrX-149	chrX	149000001	150000000	.	1000000	798
chrX-150	chrX	150000001	151000000	.	1000000	880
chrX-151	chrX	151000001	152000000	.	1000000	857
chrX-152	chrX	152000001	153000000	.	1000000	865
chrX-153	chrX	153000001	154000000	.	1000000	878
chrX-154	chrX	154000001	155000000	.	1000000	829
chrX-155	chrX	155000001	156000000	.	1000000	993
chrX-156	chrX	156000001	156040895	.	40895	23
chrY-0	chrY	1	1000000	.	1000000	0
chrY-1	chrY	1000001	2000000	.	1000000	0
chrY-2	chrY	2000001	3000000	.	1000000	2
chrY-3	chrY	3000001	4000000	.	1000000	63
chrY-4	chrY	4000001	5000000	.	1000000	30
chrY-5	chrY	5000001	6000000	.	1000000	45
chrY-6	chrY	6000001	7000000	.	1000000	40
chrY-7	chrY	7000001	8000000	.	1000000	6
chrY-8	chrY	8000001	9000000	.	1000000	14
chrY-9	chrY	9000001	10000000	.	1000000	8
chrY-10	chrY	10000001	11000000	.	1000000	41
chrY-11	chrY	11000001	12000000	.	1000000	403
chrY-12	chrY	12000001	13000000	.	1000000	11
chrY-13	chrY	13000001	14000000	.	1000000	8
chrY-14	chrY	14000001	15000000	.	1000000	9
chrY-15	chrY	15000001	16000000	.	1000000	12
chrY-16	chrY	16000001	17000000	.	1000000	6
chrY-17	chrY	17000001	18000000	.	1000000	11
chrY-18	chrY	18000001	19000000	.	1000000	4
chrY-19	chrY	19000001	20000000	.	1000000	14
chrY-20	chrY	20000001	21000000	.	1000000	2
chrY-21	chrY	21000001	22000000	.	1000000	8
chrY-22	chrY	22000001	23000000	.	1000000	11
chrY-23	chrY	23000001	24000000	.	1000000	11
chrY-24	chrY	24000001	25000000	.	1000000	12
chrY-25	chrY	25000001	26000000	.	1000000	5
chrY-26	chrY	26000001	27000000	.	1000000	10
chrY-27	chrY	27000001	28000000	.	1000000	0
chrY-28	chrY	28000001	29000000	.	1000000	0
chrY-29	chrY	29000001	30000000	.	1000000	0
chrY-30	chrY	30000001	31000000	.	1000000	0
chrY-31	chrY	31000001	32000000	.	1000000	0
chrY-32	chrY	32000001	33000000	.	1000000	0
chrY-33	chrY	33000001	34000000	.	1000000	0
chrY-34	chrY	34000001	35000000	.	1000000	0
chrY-35	chrY	35000001	36000000	.	1000000	0
chrY-36	chrY	36000001	37000000	.	1000000	0
chrY-37	chrY	37000001	38000000	.	1000000	0
chrY-38	chrY	38000001	39000000	.	1000000	0
chrY-39	chrY	39000001	40000000	.	1000000	0
chrY-40	chrY	40000001	41000000	.	1000000	0
chrY-41	chrY	41000001	42000000	.	1000000	0
chrY-42	chrY	42000001	43000000	.	1000000	0
chrY-43	chrY	43000001	44000000	.	1000000	0
chrY-44	chrY	44000001	45000000	.	1000000	0
chrY-45	chrY	45000001	46000000	.	1000000	0
chrY-46	chrY	46000001	47000000	.	1000000	0
chrY-47	chrY	47000001	48000000	.	1000000	0
chrY-48	chrY	48000001	49000000	.	1000000	0
chrY-49	chrY	49000001	50000000	.	1000000	0
chrY-50	chrY	50000001	51000000	.	1000000	0
chrY-51	chrY	51000001	52000000	.	1000000	0
chrY-52	chrY	52000001	53000000	.	1000000	0
chrY-53	chrY	53000001	54000000	.	1000000	0
chrY-54	chrY	54000001	55000000	.	1000000	0
chrY-55	chrY	55000001	56000000	.	1000000	0
chrY-56	chrY	56000001	57000000	.	1000000	285
chrY-57	chrY	57000001	57227415	.	227415	0
