""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"bin"	"sum"	"norm.var"	"gc_blocked"	"norm.clean.var"	"var_blocked"	"norm.pat"
"443"	"chr2-193"	"chr2"	193000001	194000000	"."	1000000	1255	1220	829	649	1084	1072	1188	965	1257	666	1777	572	700	220	2858	1917	709	1050	886	0.338177	443	20874	0.0310513087284729	TRUE	NA	FALSE	NA
"444"	"chr2-194"	"chr2"	194000001	195000000	"."	1000000	1291	1129	864	676	970	997	1259	959	1313	723	1839	567	720	188	2824	1987	724	1144	827	0.342233	444	21001	0.0123651877981332	FALSE	0.0123651877981332	FALSE	NA
"445"	"chr2-195"	"chr2"	195000001	196000000	"."	1000000	1384	1190	967	727	1191	1056	1321	1093	1271	753	2027	587	798	179	3088	2152	794	1299	789	0.372767	445	22666	0.0138720711613256	FALSE	0.00953974525505049	FALSE	NA
"446"	"chr2-196"	"chr2"	196000001	197000000	"."	1000000	1336	1233	1003	741	1075	1037	1275	1049	1256	872	2017	661	599	194	3274	2286	760	1234	906	0.384917	446	22808	0.017012062006237	FALSE	0.017012062006237	FALSE	NA
"447"	"chr2-197"	"chr2"	197000001	198000000	"."	1000000	1302	1339	1081	719	1065	1078	1318	1030	1245	793	2026	630	744	197	3313	2190	780	1285	816	0.401822	447	22951	0.0105333136244485	FALSE	0.0060115186974815	FALSE	NA
"448"	"chr2-198"	"chr2"	198000001	199000000	"."	1000000	1342	1147	899	696	988	1138	1412	1048	1268	776	2014	593	693	251	2998	2152	757	1164	782	0.364786	448	22118	0.0277411428282585	FALSE	0.0119698330172482	FALSE	NA
"449"	"chr2-199"	"chr2"	199000001	200000000	"."	1000000	1394	1291	964	709	1091	1076	1378	1009	1260	799	1987	626	717	264	3124	2372	856	1265	894	0.388131	449	23076	0.0223106434604401	FALSE	0.0059545970262513	FALSE	NA
"450"	"chr2-200"	"chr2"	200000001	201000000	"."	1000000	1389	1230	930	771	1052	1074	1263	1138	1224	814	2046	605	770	205	3279	2246	797	1250	859	0.404869	450	22942	0.00522122536975064	FALSE	0.00352384713924544	FALSE	NA
"451"	"chr2-201"	"chr2"	201000001	202000000	"."	1000000	1407	1247	953	822	1197	1042	1293	1036	1141	805	2069	619	741	195	3217	2247	859	1207	864	0.410282	451	22961	0.0119386793811417	FALSE	0.0119386793811417	FALSE	NA
"452"	"chr2-202"	"chr2"	202000001	203000000	"."	1000000	1386	1252	969	684	1026	1006	1305	1124	1222	801	2021	542	654	172	3259	2198	788	1295	845	0.415702	452	22549	0.00910518867928869	FALSE	0.00542141387900726	FALSE	NA
"453"	"chr2-203"	"chr2"	203000001	204000000	"."	1000000	1279	1267	943	702	1047	985	1292	1068	1221	812	1986	580	692	232	3102	2320	774	1231	813	0.402645	453	22346	0.00923051633115384	FALSE	0.00321278760706752	FALSE	NA
"454"	"chr2-204"	"chr2"	204000001	205000000	"."	1000000	1369	1257	958	697	1083	1132	1325	1094	1204	725	1996	533	673	168	3138	2360	857	1339	830	0.387186	454	22738	0.0133541705654293	FALSE	0.00801997282120492	FALSE	NA
"455"	"chr2-205"	"chr2"	205000001	206000000	"."	1000000	1467	1279	994	738	1097	966	1348	1103	1238	786	2007	628	792	216	3313	2375	825	1269	874	0.403958	455	23315	0.00806421947303977	FALSE	0.00806421947303977	FALSE	NA
"456"	"chr2-206"	"chr2"	206000001	207000000	"."	1000000	1312	1308	1000	766	1061	1063	1344	1062	1277	850	1989	534	717	197	3263	2211	879	1243	854	0.40102	456	22930	0.00786112569256359	FALSE	0.00786112569256359	FALSE	NA
"457"	"chr2-207"	"chr2"	207000001	208000000	"."	1000000	1395	1240	974	776	1081	1076	1278	1139	1269	722	2051	655	728	206	3349	2357	749	1257	859	0.41415	457	23161	0.00759561564403154	FALSE	0.00759561564403154	FALSE	NA
"458"	"chr2-208"	"chr2"	208000001	209000000	"."	1000000	1357	1258	1058	755	970	1077	1386	1103	1354	761	1942	669	693	212	3132	2324	732	1206	896	0.38647	458	22885	0.0171298258130008	FALSE	0.0171298258130008	FALSE	NA
"459"	"chr2-209"	"chr2"	209000001	210000000	"."	1000000	1290	1222	969	776	1108	1027	1293	1073	1162	751	1932	574	711	212	3060	2232	771	1236	879	0.366121	459	22278	0.00662001278928949	FALSE	0.00662001278928949	FALSE	NA
"460"	"chr2-210"	"chr2"	210000001	211000000	"."	1000000	1330	1207	882	806	1084	1073	1498	1013	1260	741	2004	596	743	211	3036	2270	776	1251	823	0.367969	460	22604	0.0123234752778574	FALSE	0.00851374954881304	FALSE	NA
"461"	"chr2-211"	"chr2"	211000001	212000000	"."	1000000	1268	1203	925	736	1108	1044	1303	1020	1196	679	1820	634	730	206	3006	2245	827	1282	826	0.353564	461	22058	0.0110710312318013	FALSE	0.0110710312318013	FALSE	NA
"462"	"chr2-212"	"chr2"	212000001	213000000	"."	1000000	1311	1226	928	686	974	1076	1290	964	1232	767	1885	596	681	216	2894	2191	741	1283	875	0.355375	462	21816	0.0115158280643434	FALSE	0.0115158280643434	FALSE	NA
"463"	"chr2-213"	"chr2"	213000001	214000000	"."	1000000	1373	1200	903	677	1014	1023	1302	1025	1172	749	1923	632	765	208	2961	2098	766	1172	848	0.35893	463	21811	0.0128009043306541	FALSE	0.0128009043306541	FALSE	NA
"464"	"chr2-214"	"chr2"	214000001	215000000	"."	1000000	1315	1193	833	707	1016	1125	1342	988	1354	742	1834	613	736	172	3062	2345	725	1225	762	0.367884	464	22089	0.0206426997151307	FALSE	0.0206426997151307	FALSE	NA
"465"	"chr2-215"	"chr2"	215000001	216000000	"."	1000000	1293	1311	1034	796	1101	1042	1337	1016	1315	738	1994	627	654	168	3115	2256	810	1208	826	0.395578	465	22641	0.0164928151879824	FALSE	0.0108649512804159	FALSE	NA
"466"	"chr2-216"	"chr2"	216000001	217000000	"."	1000000	1487	1328	1043	765	1062	993	1381	1194	1285	808	2255	642	779	200	3523	2362	873	1342	860	0.441623	466	24182	0.00750343423443889	FALSE	0.00750343423443889	FALSE	NA
"467"	"chr2-217"	"chr2"	217000001	218000000	"."	1000000	1356	1319	982	759	1068	1078	1413	1134	1254	800	2298	619	704	189	3548	2490	932	1331	864	0.439709	467	24138	0.00813961581839285	FALSE	0.00587269660372916	FALSE	NA
"468"	"chr2-218"	"chr2"	218000001	219000000	"."	1000000	1374	1348	1030	717	1044	998	1307	1150	1212	781	2260	590	687	217	3475	2435	919	1449	777	0.470542	468	23770	0.0143145243497746	FALSE	0.0143145243497746	FALSE	NA
"469"	"chr2-219"	"chr2"	219000001	220000000	"."	1000000	1366	1310	959	712	1083	1081	1278	1191	1227	737	2260	604	738	208	3540	2374	922	1419	815	0.480857	469	23824	0.010305847460154	FALSE	0.010305847460154	FALSE	NA
"470"	"chr2-220"	"chr2"	220000001	221000000	"."	1000000	1348	1356	877	815	1008	1011	1425	1154	1271	703	1936	624	776	213	3230	2253	792	1367	851	0.390156	470	23010	0.0146323659071645	FALSE	0.0146323659071645	FALSE	NA
"471"	"chr2-221"	"chr2"	221000001	222000000	"."	1000000	1352	1198	886	793	1039	1022	1375	1087	1353	763	1958	563	722	170	3194	2109	709	1229	880	0.387637	471	22402	0.0163571592640781	FALSE	0.0163571592640781	FALSE	NA
"472"	"chr2-222"	"chr2"	222000001	223000000	"."	1000000	1369	1344	979	769	1147	937	1305	1057	1201	793	2093	573	759	193	3379	2274	831	1304	800	0.403617	472	23107	0.0087356700959872	FALSE	0.0087356700959872	FALSE	NA
"473"	"chr2-223"	"chr2"	223000001	224000000	"."	1000000	1397	1247	971	808	1025	1119	1373	1123	1259	789	2030	652	677	217	3247	2332	769	1257	900	0.401221	473	23192	0.00861689541901116	FALSE	0.00861689541901116	FALSE	NA
"474"	"chr2-224"	"chr2"	224000001	225000000	"."	1000000	1421	1376	1080	761	1046	1001	1355	1056	1250	863	1972	608	749	215	3377	2341	824	1325	802	0.405861	474	23422	0.0110628234557347	FALSE	0.0110628234557347	FALSE	NA
"475"	"chr2-225"	"chr2"	225000001	226000000	"."	1000000	1371	1254	908	763	1058	1040	1405	1075	1204	804	1969	549	718	188	3151	2292	843	1162	826	0.370961	475	22580	0.00696761771523511	FALSE	0.00696761771523511	FALSE	NA
"476"	"chr2-226"	"chr2"	226000001	227000000	"."	1000000	1278	1306	921	726	1007	1066	1392	1025	1352	750	2003	549	651	212	3220	2296	822	1211	809	0.38633	476	22596	0.00801444420080885	FALSE	0.00801444420080885	FALSE	NA
"477"	"chr2-227"	"chr2"	227000001	228000000	"."	1000000	1478	1318	966	793	1025	994	1392	999	1226	831	2036	595	681	191	3303	2261	787	1306	771	0.407554	477	22953	0.0118040949702921	FALSE	0.0118040949702921	FALSE	NA
"478"	"chr2-228"	"chr2"	228000001	229000000	"."	1000000	1215	1217	880	796	1057	1112	1343	1070	1206	680	1953	612	647	220	3105	2199	751	1181	851	0.376377	478	22095	0.0154478405730128	FALSE	0.0154478405730128	FALSE	NA
"479"	"chr2-229"	"chr2"	229000001	230000000	"."	1000000	1278	1263	1013	789	1156	1030	1291	1104	1218	812	1998	601	725	194	3230	2333	852	1209	854	0.403107	479	22950	0.00697558118606553	FALSE	0.00697558118606553	FALSE	NA
"480"	"chr2-230"	"chr2"	230000001	231000000	"."	1000000	1351	1270	999	755	1056	1021	1368	1137	1222	781	2131	607	723	199	3448	2364	822	1409	836	0.430883	480	23499	0.00407849390523406	FALSE	0.00275502687047702	FALSE	NA
"481"	"chr2-231"	"chr2"	231000001	232000000	"."	1000000	1297	1332	973	769	1096	955	1242	1045	1232	724	2187	601	661	195	3314	2268	884	1323	885	0.465577	481	22983	0.00988379013128364	FALSE	0.00988379013128364	FALSE	NA
"482"	"chr2-232"	"chr2"	232000001	233000000	"."	1000000	1417	1290	901	664	1068	1015	1438	1245	1231	767	2289	580	725	220	3493	2324	852	1348	801	0.460544	482	23668	0.0139671866260863	FALSE	0.0139671866260863	FALSE	NA
"483"	"chr2-233"	"chr2"	233000001	234000000	"."	1000000	1432	1255	1066	728	1110	1010	1418	1109	1282	821	2094	619	665	208	3454	2405	855	1193	864	0.450205	483	23588	0.00846444700549166	FALSE	0.00846444700549166	FALSE	NA
"484"	"chr2-234"	"chr2"	234000001	235000000	"."	1000000	1430	1304	1061	720	1096	947	1381	1171	1279	779	2162	638	670	205	3509	2264	862	1407	796	0.439802	484	23681	0.0118873748825015	FALSE	0.0118873748825015	FALSE	NA
"485"	"chr2-235"	"chr2"	235000001	236000000	"."	1000000	1452	1297	908	743	1131	1079	1390	1146	1180	741	2262	579	720	161	3510	2406	882	1282	726	0.462143	485	23595	0.0226519856934822	FALSE	0.0132664016307522	FALSE	NA
"486"	"chr2-236"	"chr2"	236000001	237000000	"."	1000000	1396	1310	933	820	1126	1037	1346	1188	1179	917	2133	581	737	209	3511	2374	890	1339	831	0.458002	486	23857	0.01083964152801	FALSE	0.00675430119611045	FALSE	NA
"487"	"chr2-237"	"chr2"	237000001	238000000	"."	1000000	1288	1364	995	780	1049	1045	1380	1222	1183	867	2200	616	749	216	3543	2302	919	1276	942	0.457753	487	23936	0.0110734848031606	FALSE	0.0110734848031606	FALSE	NA
"488"	"chr2-238"	"chr2"	238000001	239000000	"."	1000000	1479	1326	922	771	1040	1110	1352	1094	1267	737	2150	589	728	224	3619	2382	946	1337	930	0.479229	488	24003	0.0104599423853204	FALSE	0.0104599423853204	FALSE	NA
"489"	"chr2-239"	"chr2"	239000001	240000000	"."	1000000	1419	1335	1095	762	1120	1086	1351	1240	1332	745	2379	581	703	235	3729	2311	994	1304	1062	0.503207	489	24783	0.0248543087039202	FALSE	0.0248543087039202	FALSE	NA
"490"	"chr2-240"	"chr2"	240000001	241000000	"."	1000000	1354	1358	1033	731	1092	1049	1359	1208	1205	696	2301	574	622	220	3663	2299	877	1285	1065	0.529144	490	23991	0.0295417169887801	FALSE	0.0186157840356373	FALSE	NA
"491"	"chr2-241"	"chr2"	241000001	242000000	"."	1000000	1358	1343	964	737	1058	1093	1305	1125	1225	760	2143	590	654	214	3508	2342	959	1318	1103	0.506786	491	23799	0.0260907249184363	FALSE	0.00996335760833621	FALSE	NA
"492"	"chr2-242"	"chr2"	242000001	242193529	"."	193529	256	208	190	143	139	245	266	258	243	150	364	97	127	30	635	453	156	250	229	0.422826	492	4439	0.107140696883347	FALSE	NA	TRUE	NA
"493"	"chr3-0"	"chr3"	1	1000000	"."	1000000	1276	1257	810	703	1082	1109	1498	991	1288	664	1925	591	704	188	3161	2267	798	1279	1045	0.366731	493	22636	0.0322943732938879	FALSE	0.0178872066982852	FALSE	NA
"494"	"chr3-1"	"chr3"	1000001	2000000	"."	1000000	1301	1136	819	767	976	1114	1360	1085	1284	703	2002	606	770	162	3024	2284	722	1241	1099	0.365441	494	22455	0.0501652429282661	FALSE	0.0255324918370812	FALSE	NA
"495"	"chr3-2"	"chr3"	2000001	3000000	"."	1000000	1330	1281	946	772	1089	1077	1315	1060	1244	716	1929	553	740	187	3108	2302	764	1273	1045	0.377645	495	22731	0.0209209764326985	FALSE	0.00697311966711288	FALSE	NA
"496"	"chr3-3"	"chr3"	3000001	4000000	"."	1000000	1424	1329	1006	773	1083	1131	1337	1192	1265	883	2131	532	664	213	3345	2249	838	1279	905	0.394308	496	23579	0.0105650859920243	FALSE	0.00749685016693447	FALSE	NA
"497"	"chr3-4"	"chr3"	4000001	5000000	"."	1000000	1426	1355	1029	814	1098	1062	1324	1148	1307	757	2175	519	621	211	3333	2348	870	1410	946	0.410611	497	23753	0.0153667882098516	FALSE	0.0153667882098516	FALSE	NA
"498"	"chr3-5"	"chr3"	5000001	6000000	"."	1000000	1423	1207	1088	758	1173	1028	1313	1068	1376	760	2061	614	781	238	3345	2324	775	1445	866	0.405527	498	23643	0.0173040071330097	FALSE	0.0173040071330097	FALSE	NA
"499"	"chr3-6"	"chr3"	6000001	7000000	"."	1000000	1320	1220	899	784	1109	1104	1198	1125	1313	701	1918	602	773	218	3154	2145	839	1287	810	0.373082	499	22519	0.0133973497651341	FALSE	0.0133973497651341	FALSE	NA
"500"	"chr3-7"	"chr3"	7000001	8000000	"."	1000000	1363	1212	902	714	1053	1055	1408	1068	1284	761	1980	580	691	208	3253	2265	823	1103	857	0.381705	500	22580	0.00673482698343326	FALSE	0.00310426385559188	FALSE	NA
"501"	"chr3-8"	"chr3"	8000001	9000000	"."	1000000	1380	1358	999	798	1081	998	1377	1139	1175	850	2009	588	706	216	3426	2427	867	1299	918	0.421083	501	23611	0.00762160210013824	FALSE	0.00762160210013824	FALSE	NA
"502"	"chr3-9"	"chr3"	9000001	10000000	"."	1000000	1471	1413	924	726	1077	1005	1275	1234	1258	825	2151	573	693	182	3513	2433	972	1328	822	0.459182	502	23875	0.0203614314377789	FALSE	0.0203614314377789	FALSE	NA
"503"	"chr3-10"	"chr3"	10000001	11000000	"."	1000000	1459	1285	965	799	1078	1195	1330	1170	1232	841	2334	562	774	224	3616	2446	1010	1326	743	0.479889	503	24389	0.0210851074815936	FALSE	0.0210851074815936	FALSE	NA
"504"	"chr3-11"	"chr3"	11000001	12000000	"."	1000000	1432	1377	985	823	1157	1081	1272	1107	1323	813	2163	563	672	197	3474	2345	809	1465	818	0.445146	504	23876	0.0108843910159679	FALSE	0.0108843910159679	FALSE	NA
"505"	"chr3-12"	"chr3"	12000001	13000000	"."	1000000	1373	1311	1033	740	1157	1052	1358	1106	1343	842	2140	593	713	201	3389	2360	862	1361	789	0.446443	505	23723	0.00536570546589357	FALSE	0.00363186378871917	FALSE	NA
"506"	"chr3-13"	"chr3"	13000001	14000000	"."	1000000	1445	1403	1009	755	1041	1013	1353	1187	1149	783	2284	604	751	188	3686	2491	920	1385	783	0.504437	506	24230	0.0166723871279776	FALSE	0.0166723871279776	FALSE	NA
"507"	"chr3-14"	"chr3"	14000001	15000000	"."	1000000	1426	1339	1002	757	1086	1067	1254	1193	1164	758	2399	588	715	195	3594	2528	905	1387	808	0.470005	507	24165	0.0157613210013656	FALSE	0.0157613210013656	FALSE	NA
"508"	"chr3-15"	"chr3"	15000001	16000000	"."	1000000	1366	1301	1017	852	1015	1011	1297	1090	1303	798	1995	557	692	204	3459	2292	861	1272	907	0.419863	508	23289	0.0107694978232169	FALSE	0.00678467502954444	FALSE	NA
"509"	"chr3-16"	"chr3"	16000001	17000000	"."	1000000	1330	1300	1002	758	1054	1089	1303	1191	1162	840	2136	535	704	225	3396	2264	901	1354	848	0.414157	509	23392	0.0112770523572672	FALSE	0.0112770523572672	FALSE	NA
"510"	"chr3-17"	"chr3"	17000001	18000000	"."	1000000	1292	1313	935	688	1036	1051	1345	1003	1227	812	1982	634	718	184	3097	2374	793	1186	845	0.382658	510	22515	0.00981149049504744	FALSE	0.00981149049504744	FALSE	NA
"511"	"chr3-18"	"chr3"	18000001	19000000	"."	1000000	1254	1264	958	765	1125	1007	1324	1136	1187	753	2049	570	716	204	3128	2381	813	1144	820	0.373417	511	22598	0.00673418991480007	FALSE	0.00482476658960963	FALSE	NA
"512"	"chr3-19"	"chr3"	19000001	20000000	"."	1000000	1265	1143	994	723	1117	1035	1387	1055	1253	731	2001	640	787	219	3175	2319	815	1269	865	0.374219	512	22793	0.0124453582522962	FALSE	0.0124453582522962	FALSE	NA
"513"	"chr3-20"	"chr3"	20000001	21000000	"."	1000000	1309	1235	854	757	1088	1050	1305	1086	1226	741	1886	634	680	238	3074	2254	751	1243	877	0.377411	513	22288	0.0159947811994825	FALSE	0.00821686319271939	FALSE	NA
"514"	"chr3-21"	"chr3"	21000001	22000000	"."	1000000	1242	1155	844	809	1051	1074	1357	997	1295	709	1983	650	706	229	3126	2215	800	1279	732	0.365556	514	22253	0.0221550823809285	FALSE	0.0221550823809285	FALSE	NA
"515"	"chr3-22"	"chr3"	22000001	23000000	"."	1000000	1392	1331	909	673	1025	1071	1325	1050	1238	742	1968	592	702	205	3229	2194	760	1167	784	0.368872	515	22357	0.00700155712799023	FALSE	0.00700155712799023	FALSE	NA
"516"	"chr3-23"	"chr3"	23000001	24000000	"."	1000000	1371	1273	955	703	1031	1091	1305	1137	1346	794	2045	606	707	208	3196	2270	752	1296	777	0.399745	516	22863	0.00627657525437338	FALSE	0.00627657525437338	FALSE	NA
"517"	"chr3-24"	"chr3"	24000001	25000000	"."	1000000	1332	1198	943	706	1004	1022	1431	1064	1204	799	1987	600	706	223	3208	2301	822	1329	822	0.383603	517	22701	0.00752011657417181	FALSE	0.00535445856289181	FALSE	NA
"518"	"chr3-25"	"chr3"	25000001	26000000	"."	1000000	1454	1240	972	783	1038	1042	1219	1103	1284	812	1897	510	684	220	3228	2313	775	1325	851	0.388177	518	22750	0.012649661428554	FALSE	0.012649661428554	FALSE	NA
"519"	"chr3-26"	"chr3"	26000001	27000000	"."	1000000	1386	1342	897	763	1061	1074	1274	1054	1203	821	2053	647	670	204	3174	2275	740	1241	821	0.38083	519	22700	0.00922939079412883	FALSE	0.00922939079412883	FALSE	NA
"520"	"chr3-27"	"chr3"	27000001	28000000	"."	1000000	1424	1252	1035	810	1032	1015	1351	1040	1277	800	2011	654	735	219	3326	2249	813	1220	790	0.393572	520	23053	0.0114663630163326	FALSE	0.0114663630163326	FALSE	NA
"521"	"chr3-28"	"chr3"	28000001	29000000	"."	1000000	1432	1265	931	755	1044	1052	1410	1106	1244	823	1907	637	710	216	3177	2294	792	1260	830	0.373837	521	22885	0.00691131207409567	FALSE	0.00691131207409567	FALSE	NA
"522"	"chr3-29"	"chr3"	29000001	30000000	"."	1000000	1279	1214	940	752	949	1103	1315	1107	1162	779	1951	575	743	231	3074	2236	744	1185	868	0.364337	522	22207	0.0155429114803188	FALSE	0.0103471297481426	FALSE	NA
"523"	"chr3-30"	"chr3"	30000001	31000000	"."	1000000	1433	1299	943	788	1071	1051	1365	1055	1390	719	2057	561	678	209	3241	2247	690	1260	825	0.380773	523	22882	0.0128764304423499	FALSE	0.00783506266071461	FALSE	NA
"524"	"chr3-31"	"chr3"	31000001	32000000	"."	1000000	1333	1298	1031	756	1010	1043	1375	1164	1255	867	2140	564	749	223	3546	2361	843	1265	899	0.402919	524	23722	0.0087728705426083	FALSE	0.0087728705426083	FALSE	NA
"525"	"chr3-32"	"chr3"	32000001	33000000	"."	1000000	1330	1232	989	737	1093	1011	1281	1094	1276	828	2010	568	658	185	3319	2420	818	1245	829	0.4333	525	22923	0.00634792202151677	FALSE	0.00634792202151677	FALSE	NA
"526"	"chr3-33"	"chr3"	33000001	34000000	"."	1000000	1389	1331	978	695	1132	1068	1314	1027	1204	769	2051	566	715	208	3253	2323	753	1172	863	0.400738	526	22811	0.0075589736838658	FALSE	0.0075589736838658	FALSE	NA
"527"	"chr3-34"	"chr3"	34000001	35000000	"."	1000000	1407	1345	999	759	944	1104	1317	955	1310	793	2046	608	674	190	3029	2312	802	1236	827	0.381422	527	22657	0.0136183795498374	FALSE	0.0136183795498374	FALSE	NA
"528"	"chr3-35"	"chr3"	35000001	36000000	"."	1000000	1375	1197	859	731	1061	990	1318	1028	1269	698	2059	637	714	212	3070	2137	802	1260	821	0.361085	528	22238	0.00883628272978199	FALSE	0.00883628272978199	FALSE	NA
"529"	"chr3-36"	"chr3"	36000001	37000000	"."	1000000	1323	1360	1021	749	1080	974	1346	1129	1341	765	2177	589	692	197	3294	2464	747	1249	898	0.396423	529	23395	0.00965493326006313	FALSE	0.00965493326006313	FALSE	NA
"530"	"chr3-37"	"chr3"	37000001	38000000	"."	1000000	1414	1274	1042	725	1000	1093	1355	1058	1231	762	2267	591	716	252	3379	2341	856	1294	769	0.425676	530	23419	0.0195940295365519	FALSE	0.00955330636792702	FALSE	NA
"531"	"chr3-38"	"chr3"	38000001	39000000	"."	1000000	1413	1409	1032	804	1062	1075	1247	1098	1292	815	2224	590	749	217	3527	2255	865	1339	856	0.444542	531	23869	0.00706964800649667	FALSE	0.00706964800649667	FALSE	NA
"532"	"chr3-39"	"chr3"	39000001	40000000	"."	1000000	1363	1326	859	786	1116	1085	1354	1136	1248	879	2286	580	736	189	3359	2393	805	1357	828	0.415028	532	23685	0.0106661281224832	FALSE	0.0106661281224832	FALSE	NA
"533"	"chr3-40"	"chr3"	40000001	41000000	"."	1000000	1369	1296	917	781	1094	1059	1359	1161	1227	776	2085	639	731	182	3442	2539	831	1253	798	0.415494	533	23539	0.00934514269254792	FALSE	0.0064503919185008	FALSE	NA
"534"	"chr3-41"	"chr3"	41000001	42000000	"."	1000000	1319	1352	946	789	1112	1015	1235	1040	1254	822	2029	620	692	208	3229	2231	781	1344	805	0.401817	534	22823	0.00775875721664879	FALSE	0.00775875721664879	FALSE	NA
"535"	"chr3-42"	"chr3"	42000001	43000000	"."	1000000	1393	1351	1016	812	1122	1013	1334	1146	1211	854	2293	592	664	208	3488	2232	905	1421	752	0.447363	535	23807	0.0147406003266081	FALSE	0.0147406003266081	FALSE	NA
"536"	"chr3-43"	"chr3"	43000001	44000000	"."	1000000	1410	1399	1051	767	1025	1016	1326	1072	1359	874	2131	611	718	242	3314	2356	931	1264	865	0.42352	536	23731	0.015188699178548	FALSE	0.015188699178548	FALSE	NA
"537"	"chr3-44"	"chr3"	44000001	45000000	"."	1000000	1382	1426	979	734	1094	1068	1454	1072	1251	714	2163	645	769	214	3330	2304	876	1279	830	0.42657	537	23584	0.00985879544521035	FALSE	0.00985879544521035	FALSE	NA
"538"	"chr3-45"	"chr3"	45000001	46000000	"."	1000000	1403	1297	1102	783	1161	1012	1329	1223	1380	786	2229	584	680	242	3504	2490	892	1352	830	0.445032	538	24279	0.0139827687530772	FALSE	0.0139827687530772	FALSE	NA
"539"	"chr3-46"	"chr3"	46000001	47000000	"."	1000000	1398	1396	974	734	1159	979	1228	1134	1242	813	2245	598	741	203	3528	2396	891	1388	863	0.45571	539	23910	0.00923405379684938	FALSE	0.00923405379684938	FALSE	NA
"540"	"chr3-47"	"chr3"	47000001	48000000	"."	1000000	1405	1299	975	767	1039	1084	1313	1002	1148	739	2092	501	704	216	3377	2229	850	1298	791	0.448244	540	22829	0.0121986234216491	FALSE	0.00818596948889188	FALSE	NA
"541"	"chr3-48"	"chr3"	48000001	49000000	"."	1000000	1333	1257	975	721	1111	875	1314	1149	1246	725	2098	568	658	222	3584	2284	831	1279	708	0.48007	541	22938	0.01867708567145	FALSE	0.01867708567145	FALSE	NA
"542"	"chr3-49"	"chr3"	49000001	50000000	"."	1000000	1370	1339	1006	684	1029	1069	1311	1171	1274	774	2262	591	637	228	3487	2397	957	1298	776	0.494702	542	23660	0.0180790673818617	FALSE	0.0180790673818617	FALSE	NA
