# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "pon.marburg.6p.fc.tsv" "-T" "8" "/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam" 
Geneid	Chr	Start	End	Strand	Length	/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam
chr6-48	chr6	48000001	49000000	.	1000000	1395	1240	915	694	1029	1135
chr6-49	chr6	49000001	50000000	.	1000000	1385	1205	851	732	1063	1039
chr6-50	chr6	50000001	51000000	.	1000000	1437	1262	782	723	981	1055
chr6-51	chr6	51000001	52000000	.	1000000	1308	1294	944	795	1177	985
chr6-52	chr6	52000001	53000000	.	1000000	1465	1280	1084	777	1073	1075
chr6-53	chr6	53000001	54000000	.	1000000	1376	1389	1062	718	1107	1161
chr6-54	chr6	54000001	55000000	.	1000000	1290	1143	885	708	1090	1103
chr6-55	chr6	55000001	56000000	.	1000000	1396	1184	825	724	969	1091
chr6-56	chr6	56000001	57000000	.	1000000	1361	1184	1019	741	1112	1028
chr6-57	chr6	57000001	58000000	.	1000000	1347	1322	916	801	1065	1101
chr6-58	chr6	58000001	59000000	.	1000000	2782	2451	1775	1236	1470	1741
chr6-59	chr6	59000001	60000000	.	1000000	3990	3594	2220	1399	2040	2133
chr6-60	chr6	60000001	61000000	.	1000000	982	982	677	620	763	822
chr6-61	chr6	61000001	62000000	.	1000000	1344	1247	816	663	951	1096
chr6-62	chr6	62000001	63000000	.	1000000	1312	1123	854	767	1065	1014
chr6-63	chr6	63000001	64000000	.	1000000	1317	1300	1016	666	981	1010
chr6-64	chr6	64000001	65000000	.	1000000	1289	1210	824	737	1089	1047
chr6-65	chr6	65000001	66000000	.	1000000	1420	1211	776	687	1000	1045
chr6-66	chr6	66000001	67000000	.	1000000	1270	1171	854	679	1073	1152
chr6-67	chr6	67000001	68000000	.	1000000	1272	1199	761	653	1042	1062
chr6-68	chr6	68000001	69000000	.	1000000	1292	1202	912	709	1092	1033
chr6-69	chr6	69000001	70000000	.	1000000	1295	1246	921	716	986	1037
chr6-70	chr6	70000001	71000000	.	1000000	1364	1299	924	794	1075	1027
chr6-71	chr6	71000001	72000000	.	1000000	1449	1231	905	719	1014	1013
chr6-72	chr6	72000001	73000000	.	1000000	1317	1280	1028	806	1091	1091
chr6-73	chr6	73000001	74000000	.	1000000	1328	1152	1033	718	923	986
chr6-74	chr6	74000001	75000000	.	1000000	1325	1305	848	781	1136	1020
chr6-75	chr6	75000001	76000000	.	1000000	1310	1278	972	771	1006	1024
chr6-76	chr6	76000001	77000000	.	1000000	1319	1193	812	810	1005	1028
chr6-77	chr6	77000001	78000000	.	1000000	1367	1217	918	772	1014	1070
chr6-78	chr6	78000001	79000000	.	1000000	1309	1191	861	772	1020	1020
chr6-79	chr6	79000001	80000000	.	1000000	1464	1170	989	665	1168	1026
chr6-80	chr6	80000001	81000000	.	1000000	1319	1313	945	760	1049	1067
chr6-81	chr6	81000001	82000000	.	1000000	1358	1303	940	704	1028	1053
chr6-82	chr6	82000001	83000000	.	1000000	1411	1337	1003	798	1146	1025
chr6-83	chr6	83000001	84000000	.	1000000	1339	1246	979	729	1091	1046
chr6-84	chr6	84000001	85000000	.	1000000	1389	1207	893	770	1069	1025
chr6-85	chr6	85000001	86000000	.	1000000	1368	1328	902	747	1029	1091
chr6-86	chr6	86000001	87000000	.	1000000	1435	1323	928	800	1038	1008
chr6-87	chr6	87000001	88000000	.	1000000	1337	1225	987	760	1046	1102
chr6-88	chr6	88000001	89000000	.	1000000	1322	1272	1031	776	966	1031
chr6-89	chr6	89000001	90000000	.	1000000	1412	1394	944	715	1144	1056
chr6-90	chr6	90000001	91000000	.	1000000	1365	1270	967	798	1096	1117
chr6-91	chr6	91000001	92000000	.	1000000	1417	1301	903	705	1023	1075
chr6-92	chr6	92000001	93000000	.	1000000	1292	1176	840	630	1032	1084
chr6-93	chr6	93000001	94000000	.	1000000	1327	1129	794	691	1053	1049
chr6-94	chr6	94000001	95000000	.	1000000	1227	1148	853	630	987	1063
chr6-95	chr6	95000001	96000000	.	1000000	1200	1189	801	690	981	1054
chr6-96	chr6	96000001	97000000	.	1000000	1364	1252	906	778	1099	1063
chr6-97	chr6	97000001	98000000	.	1000000	1239	1206	987	795	1080	1102
chr6-98	chr6	98000001	99000000	.	1000000	1341	1164	940	749	1050	1024
chr6-99	chr6	99000001	100000000	.	1000000	1343	1376	1010	798	1116	1125
chr6-100	chr6	100000001	101000000	.	1000000	1407	1196	856	731	1096	1065
chr6-101	chr6	101000001	102000000	.	1000000	1406	1168	895	790	963	980
chr6-102	chr6	102000001	103000000	.	1000000	1281	1101	774	677	1029	1020
chr6-103	chr6	103000001	104000000	.	1000000	1213	1162	815	712	981	1172
chr6-104	chr6	104000001	105000000	.	1000000	1305	1265	991	775	1009	1064
chr6-105	chr6	105000001	106000000	.	1000000	1400	1301	991	732	1050	1014
chr6-106	chr6	106000001	107000000	.	1000000	1374	1296	990	784	1095	1103
chr6-107	chr6	107000001	108000000	.	1000000	1381	1334	957	751	1046	1006
chr6-108	chr6	108000001	109000000	.	1000000	1362	1344	993	719	1124	896
chr6-109	chr6	109000001	110000000	.	1000000	1328	1384	987	763	1032	994
chr6-110	chr6	110000001	111000000	.	1000000	1339	1300	997	770	1020	1045
chr6-111	chr6	111000001	112000000	.	1000000	1338	1355	996	850	1081	1039
chr6-112	chr6	112000001	113000000	.	1000000	1323	1267	980	788	1046	1087
chr6-113	chr6	113000001	114000000	.	1000000	1385	1301	921	755	1023	986
chr6-114	chr6	114000001	115000000	.	1000000	1288	1229	899	733	1083	1003
chr6-115	chr6	115000001	116000000	.	1000000	1343	1297	890	738	1012	1075
chr6-116	chr6	116000001	117000000	.	1000000	1326	1182	893	776	1020	1047
chr6-117	chr6	117000001	118000000	.	1000000	1356	1227	974	785	1145	1023
chr6-118	chr6	118000001	119000000	.	1000000	1369	1229	1014	719	1049	1150
chr6-119	chr6	119000001	120000000	.	1000000	1378	1302	1003	751	1125	1043
chr6-120	chr6	120000001	121000000	.	1000000	1339	1276	887	698	1080	1076
chr6-121	chr6	121000001	122000000	.	1000000	1343	1232	893	770	1075	956
chr6-122	chr6	122000001	123000000	.	1000000	1302	1264	896	723	1017	1024
chr6-123	chr6	123000001	124000000	.	1000000	1173	1177	917	695	1000	1006
chr6-124	chr6	124000001	125000000	.	1000000	1317	1294	914	774	1040	1090
chr6-125	chr6	125000001	126000000	.	1000000	1243	1315	1034	717	1099	1072
chr6-126	chr6	126000001	127000000	.	1000000	1381	1234	906	745	1094	1079
chr6-127	chr6	127000001	128000000	.	1000000	1346	1285	911	710	964	1036
chr6-128	chr6	128000001	129000000	.	1000000	1358	1200	926	728	1072	1047
chr6-129	chr6	129000001	130000000	.	1000000	1294	1334	996	789	982	1060
chr6-130	chr6	130000001	131000000	.	1000000	1427	1385	882	737	953	1120
chr6-131	chr6	131000001	132000000	.	1000000	1328	1229	939	692	1166	1091
chr6-132	chr6	132000001	133000000	.	1000000	1411	1242	946	733	1120	1033
chr6-133	chr6	133000001	134000000	.	1000000	1372	1363	982	706	1129	1086
chr6-134	chr6	134000001	135000000	.	1000000	1311	1201	934	677	1068	972
chr6-135	chr6	135000001	136000000	.	1000000	1323	1342	984	826	1062	1106
chr6-136	chr6	136000001	137000000	.	1000000	1429	1310	1015	730	1001	1106
chr6-137	chr6	137000001	138000000	.	1000000	1391	1341	1053	670	1072	1025
chr6-138	chr6	138000001	139000000	.	1000000	1423	1235	974	786	1105	1019
chr6-139	chr6	139000001	140000000	.	1000000	1324	1321	1049	754	999	1038
chr6-140	chr6	140000001	141000000	.	1000000	1276	1241	877	730	1047	1005
chr6-141	chr6	141000001	142000000	.	1000000	1319	1240	848	761	1073	1089
chr6-142	chr6	142000001	143000000	.	1000000	1262	1350	938	803	1105	1069
chr6-143	chr6	143000001	144000000	.	1000000	1347	1340	1003	766	1064	1122
chr6-144	chr6	144000001	145000000	.	1000000	1377	1364	956	727	1132	991
chr6-145	chr6	145000001	146000000	.	1000000	1369	1263	927	711	1063	1149
chr6-146	chr6	146000001	147000000	.	1000000	1272	1262	931	781	1018	940
chr6-147	chr6	147000001	148000000	.	1000000	1338	1321	939	750	1034	1014
chr6-148	chr6	148000001	149000000	.	1000000	1456	1239	941	777	997	1006
chr6-149	chr6	149000001	150000000	.	1000000	1293	1287	952	749	1117	1031
chr6-150	chr6	150000001	151000000	.	1000000	1435	1430	1072	729	1115	1012
chr6-151	chr6	151000001	152000000	.	1000000	1318	1291	936	766	1132	1107
chr6-152	chr6	152000001	153000000	.	1000000	1326	1281	882	725	1049	994
chr6-153	chr6	153000001	154000000	.	1000000	1294	1230	931	708	982	1040
chr6-154	chr6	154000001	155000000	.	1000000	1368	1276	983	775	1113	1049
chr6-155	chr6	155000001	156000000	.	1000000	1402	1272	955	799	1132	1042
chr6-156	chr6	156000001	157000000	.	1000000	1330	1236	1003	744	1142	1034
chr6-157	chr6	157000001	158000000	.	1000000	1395	1360	1095	721	1184	1052
chr6-158	chr6	158000001	159000000	.	1000000	1397	1420	955	729	1081	1000
chr6-159	chr6	159000001	160000000	.	1000000	1418	1249	1010	802	1170	987
chr6-160	chr6	160000001	161000000	.	1000000	1500	1412	1045	885	1253	1121
chr6-161	chr6	161000001	162000000	.	1000000	1377	1338	1002	756	1078	1100
chr6-162	chr6	162000001	163000000	.	1000000	1302	1258	936	791	1083	1053
chr6-163	chr6	163000001	164000000	.	1000000	1385	1271	1086	788	1057	1135
chr6-164	chr6	164000001	165000000	.	1000000	1310	1184	831	684	1086	1035
chr6-165	chr6	165000001	166000000	.	1000000	1289	1279	924	748	1155	1119
chr6-166	chr6	166000001	167000000	.	1000000	1342	1330	1000	752	1059	1135
chr6-167	chr6	167000001	168000000	.	1000000	1343	1384	907	730	1030	1065
chr6-168	chr6	168000001	169000000	.	1000000	1418	1356	929	786	1120	1045
chr6-169	chr6	169000001	170000000	.	1000000	1243	1368	967	814	1158	1080
chr6-170	chr6	170000001	170805979	.	805979	1095	957	679	541	819	793
chr7-0	chr7	1	1000000	.	1000000	1313	1345	986	713	1021	1034
chr7-1	chr7	1000001	2000000	.	1000000	1336	1402	932	718	1019	997
chr7-2	chr7	2000001	3000000	.	1000000	1320	1413	1032	727	1215	990
chr7-3	chr7	3000001	4000000	.	1000000	1472	1336	990	794	1042	1006
chr7-4	chr7	4000001	5000000	.	1000000	1340	1267	1009	774	1140	986
chr7-5	chr7	5000001	6000000	.	1000000	1398	1310	966	678	1085	956
chr7-6	chr7	6000001	7000000	.	1000000	1350	1279	1015	746	1027	986
chr7-7	chr7	7000001	8000000	.	1000000	1358	1204	955	824	1024	1019
chr7-8	chr7	8000001	9000000	.	1000000	1441	1295	894	819	1063	1055
chr7-9	chr7	9000001	10000000	.	1000000	1319	1257	847	749	1003	1124
chr7-10	chr7	10000001	11000000	.	1000000	1367	1169	815	716	1088	1068
chr7-11	chr7	11000001	12000000	.	1000000	1250	1181	979	692	1071	1081
chr7-12	chr7	12000001	13000000	.	1000000	1273	1168	897	719	1056	1055
chr7-13	chr7	13000001	14000000	.	1000000	1382	1122	826	751	1031	1098
chr7-14	chr7	14000001	15000000	.	1000000	1377	1264	820	688	1094	1074
chr7-15	chr7	15000001	16000000	.	1000000	1384	1180	742	748	1097	1107
chr7-16	chr7	16000001	17000000	.	1000000	1334	1234	943	739	1103	1055
chr7-17	chr7	17000001	18000000	.	1000000	1309	1196	1102	808	1138	1065
chr7-18	chr7	18000001	19000000	.	1000000	1470	1125	884	721	970	1071
chr7-19	chr7	19000001	20000000	.	1000000	1259	1167	900	709	1053	1183
chr7-20	chr7	20000001	21000000	.	1000000	1372	1251	940	705	1147	1081
chr7-21	chr7	21000001	22000000	.	1000000	1359	1305	996	784	1072	992
chr7-22	chr7	22000001	23000000	.	1000000	1501	1359	1030	715	1115	987
chr7-23	chr7	23000001	24000000	.	1000000	1388	1295	1010	761	1036	1117
chr7-24	chr7	24000001	25000000	.	1000000	1394	1318	1023	801	1068	957
chr7-25	chr7	25000001	26000000	.	1000000	1427	1319	1035	812	1065	1029
chr7-26	chr7	26000001	27000000	.	1000000	1317	1367	1058	706	1044	1026
chr7-27	chr7	27000001	28000000	.	1000000	1290	1322	973	711	1062	1030
chr7-28	chr7	28000001	29000000	.	1000000	1465	1245	1043	762	1189	1040
chr7-29	chr7	29000001	30000000	.	1000000	1367	1331	973	671	1018	1033
chr7-30	chr7	30000001	31000000	.	1000000	1332	1277	981	821	1101	1033
chr7-31	chr7	31000001	32000000	.	1000000	1345	1231	1040	720	1104	1111
chr7-32	chr7	32000001	33000000	.	1000000	1352	1304	928	709	1041	996
chr7-33	chr7	33000001	34000000	.	1000000	1349	1220	949	671	1106	980
chr7-34	chr7	34000001	35000000	.	1000000	1437	1320	998	792	1035	1042
chr7-35	chr7	35000001	36000000	.	1000000	1360	1314	1013	749	1173	1073
chr7-36	chr7	36000001	37000000	.	1000000	1314	1416	998	784	1063	1056
chr7-37	chr7	37000001	38000000	.	1000000	1382	1305	1032	777	1008	1036
chr7-38	chr7	38000001	39000000	.	1000000	1338	1237	995	765	1073	1020
chr7-39	chr7	39000001	40000000	.	1000000	1381	1391	926	685	1003	1049
chr7-40	chr7	40000001	41000000	.	1000000	1281	1244	989	699	993	1058
chr7-41	chr7	41000001	42000000	.	1000000	1380	1293	949	776	1101	992
chr7-42	chr7	42000001	43000000	.	1000000	1394	1297	1022	798	1069	983
chr7-43	chr7	43000001	44000000	.	1000000	1321	1257	1055	791	1139	1112
chr7-44	chr7	44000001	45000000	.	1000000	1355	1363	950	800	1088	1026
chr7-45	chr7	45000001	46000000	.	1000000	1412	1291	898	793	1112	987
chr7-46	chr7	46000001	47000000	.	1000000	1391	1273	905	762	1059	995
chr7-47	chr7	47000001	48000000	.	1000000	1348	1366	1019	802	1154	1086
chr7-48	chr7	48000001	49000000	.	1000000	1397	1329	984	777	1055	998
chr7-49	chr7	49000001	50000000	.	1000000	1316	1187	899	712	1068	1064
chr7-50	chr7	50000001	51000000	.	1000000	1376	1312	1121	762	1033	1092
chr7-51	chr7	51000001	52000000	.	1000000	1475	1222	999	783	1119	1084
chr7-52	chr7	52000001	53000000	.	1000000	1304	1342	860	751	1076	1081
chr7-53	chr7	53000001	54000000	.	1000000	1258	1159	871	715	1051	1022
chr7-54	chr7	54000001	55000000	.	1000000	1339	1143	839	727	1006	1062
chr7-55	chr7	55000001	56000000	.	1000000	1396	1272	951	782	1171	1049
chr7-56	chr7	56000001	57000000	.	1000000	1421	1466	939	767	1215	1245
chr7-57	chr7	57000001	58000000	.	1000000	1413	1397	859	778	1104	1038
chr7-58	chr7	58000001	59000000	.	1000000	1770	1612	1700	918	1598	1504
chr7-59	chr7	59000001	60000000	.	1000000	1882	1734	1747	1017	1766	1589
chr7-60	chr7	60000001	61000000	.	1000000	1543	1347	1592	845	1370	1359
chr7-61	chr7	61000001	62000000	.	1000000	1062	1084	879	544	880	854
chr7-62	chr7	62000001	63000000	.	1000000	1262	1083	989	757	1050	1009
chr7-63	chr7	63000001	64000000	.	1000000	1445	1290	840	665	1135	1033
chr7-64	chr7	64000001	65000000	.	1000000	1335	1293	824	707	1068	1076
chr7-65	chr7	65000001	66000000	.	1000000	1405	1321	964	798	1132	1011
chr7-66	chr7	66000001	67000000	.	1000000	1354	1303	979	767	1077	981
chr7-67	chr7	67000001	68000000	.	1000000	1468	1277	936	818	1059	962
chr7-68	chr7	68000001	69000000	.	1000000	1356	1312	929	877	1036	1134
chr7-69	chr7	69000001	70000000	.	1000000	1387	1280	936	786	1070	1038
chr7-70	chr7	70000001	71000000	.	1000000	1427	1320	963	685	1077	1038
chr7-71	chr7	71000001	72000000	.	1000000	1469	1313	890	753	1080	1120
chr7-72	chr7	72000001	73000000	.	1000000	1385	1419	892	741	1034	1047
chr7-73	chr7	73000001	74000000	.	1000000	1398	1299	981	739	1044	1030
chr7-74	chr7	74000001	75000000	.	1000000	1221	1281	961	638	1010	960
chr7-75	chr7	75000001	76000000	.	1000000	1389	1211	910	729	1093	960
chr7-76	chr7	76000001	77000000	.	1000000	1340	1298	946	749	1070	997
chr7-77	chr7	77000001	78000000	.	1000000	1330	1349	979	664	1066	974
chr7-78	chr7	78000001	79000000	.	1000000	1308	1288	998	789	1108	994
chr7-79	chr7	79000001	80000000	.	1000000	1311	1143	847	709	1008	1080
chr7-80	chr7	80000001	81000000	.	1000000	1438	1173	960	756	1071	1085
chr7-81	chr7	81000001	82000000	.	1000000	1233	1211	913	706	1121	1071
chr7-82	chr7	82000001	83000000	.	1000000	1175	1226	791	746	995	964
chr7-83	chr7	83000001	84000000	.	1000000	1233	1150	853	699	1118	1047
chr7-84	chr7	84000001	85000000	.	1000000	1228	1094	868	709	994	1021
chr7-85	chr7	85000001	86000000	.	1000000	1331	1214	773	739	1005	1083
chr7-86	chr7	86000001	87000000	.	1000000	1267	1175	919	680	1081	1151
chr7-87	chr7	87000001	88000000	.	1000000	1370	1200	922	681	1052	1003
chr7-88	chr7	88000001	89000000	.	1000000	1394	1200	930	751	1036	1088
chr7-89	chr7	89000001	90000000	.	1000000	1278	1260	846	734	1051	1029
chr7-90	chr7	90000001	91000000	.	1000000	1282	1287	897	820	1001	1033
chr7-91	chr7	91000001	92000000	.	1000000	1501	1348	896	687	1133	1031
chr7-92	chr7	92000001	93000000	.	1000000	1318	1309	924	761	1118	1076
chr7-93	chr7	93000001	94000000	.	1000000	1355	1257	896	807	1083	1029
chr7-94	chr7	94000001	95000000	.	1000000	1301	1207	892	774	1047	1117
chr7-95	chr7	95000001	96000000	.	1000000	1349	1194	978	801	1040	1096
chr7-96	chr7	96000001	97000000	.	1000000	1273	1198	904	758	1052	999
chr7-97	chr7	97000001	98000000	.	1000000	1311	1264	1051	823	1081	1037
chr7-98	chr7	98000001	99000000	.	1000000	1420	1289	1007	772	1054	1027
chr7-99	chr7	99000001	100000000	.	1000000	1283	1308	954	822	1149	1031
chr7-100	chr7	100000001	101000000	.	1000000	1483	1372	1035	754	1093	1022
chr7-101	chr7	101000001	102000000	.	1000000	1446	1318	1022	785	1056	1060
chr7-102	chr7	102000001	103000000	.	1000000	1609	1543	1051	788	1522	1117
chr7-103	chr7	103000001	104000000	.	1000000	1384	1278	977	684	1045	1115
chr7-104	chr7	104000001	105000000	.	1000000	1461	1293	1009	760	1060	1092
chr7-105	chr7	105000001	106000000	.	1000000	1256	1272	935	766	1014	1105
chr7-106	chr7	106000001	107000000	.	1000000	1442	1334	1057	762	1030	977
chr7-107	chr7	107000001	108000000	.	1000000	1365	1325	928	723	1069	1098
chr7-108	chr7	108000001	109000000	.	1000000	1476	1279	937	745	1021	1064
chr7-109	chr7	109000001	110000000	.	1000000	1363	1119	848	762	1100	1066
chr7-110	chr7	110000001	111000000	.	1000000	1317	1156	885	781	1090	1071
chr7-111	chr7	111000001	112000000	.	1000000	1398	1229	929	818	1123	1047
chr7-112	chr7	112000001	113000000	.	1000000	1373	1215	938	767	1117	1043
chr7-113	chr7	113000001	114000000	.	1000000	1284	1225	885	663	1023	1084
chr7-114	chr7	114000001	115000000	.	1000000	1394	1239	884	780	1109	1030
chr7-115	chr7	115000001	116000000	.	1000000	1346	1283	868	769	1045	1078
chr7-116	chr7	116000001	117000000	.	1000000	1353	1210	1008	799	1085	991
chr7-117	chr7	117000001	118000000	.	1000000	1423	1311	942	739	1038	1116
chr7-118	chr7	118000001	119000000	.	1000000	1314	1153	903	694	1025	1132
chr7-119	chr7	119000001	120000000	.	1000000	1236	1223	790	715	1099	998
chr7-120	chr7	120000001	121000000	.	1000000	1438	1226	954	739	1124	1102
chr7-121	chr7	121000001	122000000	.	1000000	1332	1303	809	686	1037	1110
chr7-122	chr7	122000001	123000000	.	1000000	1367	1062	879	748	1018	1071
chr7-123	chr7	123000001	124000000	.	1000000	1309	1177	999	771	1049	1044
chr7-124	chr7	124000001	125000000	.	1000000	1391	1209	892	755	1002	1093
chr7-125	chr7	125000001	126000000	.	1000000	1346	1234	906	695	1100	1023
chr7-126	chr7	126000001	127000000	.	1000000	1358	1261	924	792	1010	1111
chr7-127	chr7	127000001	128000000	.	1000000	1443	1268	994	840	1101	1146
chr7-128	chr7	128000001	129000000	.	1000000	1432	1314	949	783	1072	1053
chr7-129	chr7	129000001	130000000	.	1000000	1356	1280	987	752	1086	1005
chr7-130	chr7	130000001	131000000	.	1000000	1429	1286	980	743	1047	1047
chr7-131	chr7	131000001	132000000	.	1000000	1440	1401	942	778	1092	1022
chr7-132	chr7	132000001	133000000	.	1000000	1381	1288	1061	772	1116	1075
chr7-133	chr7	133000001	134000000	.	1000000	1448	1290	992	754	1145	971
chr7-134	chr7	134000001	135000000	.	1000000	1349	1447	961	843	1109	1148
chr7-135	chr7	135000001	136000000	.	1000000	1451	1337	956	774	1066	1063
chr7-136	chr7	136000001	137000000	.	1000000	1397	1256	869	819	1008	1076
chr7-137	chr7	137000001	138000000	.	1000000	1397	1342	930	808	1076	1049
chr7-138	chr7	138000001	139000000	.	1000000	1403	1346	962	718	1009	1082
chr7-139	chr7	139000001	140000000	.	1000000	1360	1225	922	794	1056	985
chr7-140	chr7	140000001	141000000	.	1000000	1383	1358	1002	783	1097	961
chr7-141	chr7	141000001	142000000	.	1000000	1373	1306	953	794	1085	1067
chr7-142	chr7	142000001	143000000	.	1000000	1420	1391	1004	722	1066	1138
chr7-143	chr7	143000001	144000000	.	1000000	1211	1211	951	737	973	1169
chr7-144	chr7	144000001	145000000	.	1000000	1643	1283	1027	784	935	1173
chr7-145	chr7	145000001	146000000	.	1000000	1327	1209	902	685	1074	1108
chr7-146	chr7	146000001	147000000	.	1000000	1374	1308	787	720	1006	1116
chr7-147	chr7	147000001	148000000	.	1000000	1316	1233	863	711	1060	1072
chr7-148	chr7	148000001	149000000	.	1000000	1349	1264	1059	766	1083	1033
chr7-149	chr7	149000001	150000000	.	1000000	1456	1370	966	755	978	974
chr7-150	chr7	150000001	151000000	.	1000000	1374	1353	956	694	1003	1029
chr7-151	chr7	151000001	152000000	.	1000000	1465	1364	1023	738	1034	990
chr7-152	chr7	152000001	153000000	.	1000000	1396	1319	1089	784	1102	1074
chr7-153	chr7	153000001	154000000	.	1000000	1311	1241	943	819	1071	1082
chr7-154	chr7	154000001	155000000	.	1000000	1379	1315	899	709	1008	1046
chr7-155	chr7	155000001	156000000	.	1000000	1366	1330	953	748	1145	1033
chr7-156	chr7	156000001	157000000	.	1000000	1433	1387	974	751	1121	1052
chr7-157	chr7	157000001	158000000	.	1000000	1384	1407	967	725	1051	924
chr7-158	chr7	158000001	159000000	.	1000000	1454	1404	955	780	1203	1044
chr7-159	chr7	159000001	159345973	.	345973	481	480	307	272	382	420
chr8-0	chr8	1	1000000	.	1000000	1326	1231	910	715	960	922
chr8-1	chr8	1000001	2000000	.	1000000	1372	1425	1019	665	1078	1125
chr8-2	chr8	2000001	3000000	.	1000000	1401	1334	963	761	1046	1027
chr8-3	chr8	3000001	4000000	.	1000000	1318	1169	948	755	1095	1059
chr8-4	chr8	4000001	5000000	.	1000000	1414	1272	872	774	1094	999
chr8-5	chr8	5000001	6000000	.	1000000	1338	1247	937	800	1039	1045
chr8-6	chr8	6000001	7000000	.	1000000	1399	1305	997	801	1100	1055
chr8-7	chr8	7000001	8000000	.	1000000	928	1262	1074	773	917	734
chr8-8	chr8	8000001	9000000	.	1000000	1342	1460	1089	875	1019	961
chr8-9	chr8	9000001	10000000	.	1000000	1428	1382	960	720	1092	1121
chr8-10	chr8	10000001	11000000	.	1000000	1420	1321	950	780	1051	1074
chr8-11	chr8	11000001	12000000	.	1000000	1373	1329	1012	740	1059	1015
chr8-12	chr8	12000001	13000000	.	1000000	1217	1504	1137	861	1031	854
chr8-13	chr8	13000001	14000000	.	1000000	1365	1265	856	735	1079	975
chr8-14	chr8	14000001	15000000	.	1000000	1350	1196	841	742	1006	1013
chr8-15	chr8	15000001	16000000	.	1000000	1455	1276	895	756	1070	1104
chr8-16	chr8	16000001	17000000	.	1000000	1285	1095	907	771	1107	1060
chr8-17	chr8	17000001	18000000	.	1000000	1366	1218	934	738	1007	1030
chr8-18	chr8	18000001	19000000	.	1000000	1234	1321	891	806	1095	1051
chr8-19	chr8	19000001	20000000	.	1000000	1422	1350	923	793	1082	1014
chr8-20	chr8	20000001	21000000	.	1000000	1419	1404	1076	733	1106	998
chr8-21	chr8	21000001	22000000	.	1000000	1509	1311	1072	799	991	1065
chr8-22	chr8	22000001	23000000	.	1000000	1375	1326	1049	840	1025	954
chr8-23	chr8	23000001	24000000	.	1000000	1446	1279	930	791	1065	987
