""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"ploidy"	"gender"	"bin"	"sum"	"mean"	"norm.median"	"norm.sd"	"nnorm.var"	"gc_blocked"	"norm.clean.mean"	"norm.clean.median"	"norm.clean.var"	"norm.clean.sd"	"norm.clean.iqr"	"var_blocked"	"blocked"
"839"	"chr4-147"	"chr4"	147000001	148000000	"."	1000000	1398	1294	912	796	1094	985	1212	1136	1258	821	1999	615	699	196	3243	2242	760	1333	793	0.392024	2	"neutral"	839	22786	1199.26315789474	0.996466431095406	0.0444957939015798	0.00199394224296588	FALSE	1.00067426761676	0.996466431095406	0.00197987567493187	0.0444957939015798	0.072926652828062	FALSE	FALSE
"840"	"chr4-148"	"chr4"	148000001	149000000	"."	1000000	1378	1276	976	746	963	1026	1384	1038	1321	754	2027	571	711	212	3224	2260	692	1203	927	0.382814	2	"neutral"	840	22689	1194.15789473684	0.993627450980392	0.057863549011372	0.00339127471534948	FALSE	0.99564383771516	0.993627450980392	0.00334819030419145	0.057863549011372	0.0519778246057072	FALSE	FALSE
"841"	"chr4-149"	"chr4"	149000001	150000000	"."	1000000	1360	1307	864	695	1039	1024	1307	980	1186	669	1950	584	698	198	3120	2216	786	1199	814	0.363885	2	"neutral"	841	21996	1157.68421052632	0.972783143107989	0.0384803871299686	0.00156475660180235	FALSE	0.963288928570372	0.972783143107989	0.00148074019367225	0.0384803871299686	0.0409435313820932	FALSE	FALSE
"842"	"chr4-150"	"chr4"	150000001	151000000	"."	1000000	1214	1215	882	723	1019	999	1331	1052	1244	858	1842	558	737	210	3022	2099	703	1212	809	0.371939	2	"neutral"	842	21729	1143.63157894737	0.958607714016933	0.0578359645158076	0.00364010680235757	FALSE	0.957709508606506	0.955774445243761	0.00222545359625403	0.047174713525935	0.0458522961297694	FALSE	FALSE
"843"	"chr4-151"	"chr4"	151000001	152000000	"."	1000000	1388	1289	1056	773	1160	1080	1236	1034	1261	903	2079	555	721	205	3317	2125	850	1332	841	0.414038	2	"neutral"	843	23205	1221.31578947368	1.01920417882931	0.0591990334952273	0.00337370295380152	FALSE	1.01621128065549	1.01916091294407	0.00239798668531888	0.0489692422375401	0.0302049138060794	FALSE	FALSE
"844"	"chr4-152"	"chr4"	152000001	153000000	"."	1000000	1398	1278	957	764	1088	1028	1268	1032	1279	832	2027	562	695	196	3244	2409	805	1346	853	0.404028	2	"neutral"	844	23061	1213.73684210526	1.00235294117647	0.0355698694307662	0.00125928260373268	FALSE	1.00778999786469	1.00235294117647	0.00126521561132175	0.0355698694307662	0.0398892206689659	FALSE	FALSE
"845"	"chr4-153"	"chr4"	153000001	154000000	"."	1000000	1374	1259	1001	692	1084	1051	1352	1062	1226	856	2100	577	626	178	3157	2269	788	1258	831	0.415079	2	"neutral"	845	22741	1196.89473684211	0.988993710691824	0.0526629774994496	0.00283546153579179	FALSE	0.991181275970608	0.988993710691824	0.00277338919910753	0.0526629774994496	0.0429871138511437	FALSE	FALSE
"846"	"chr4-154"	"chr4"	154000001	155000000	"."	1000000	1343	1190	945	664	1101	994	1362	1097	1290	809	2003	567	722	181	3129	2201	809	1249	850	0.384145	2	"neutral"	846	22506	1184.52631578947	0.994078460399704	0.0453005354371766	0.00207665973935276	FALSE	0.986321102022138	0.994078460399704	0.00205213851089489	0.0453005354371766	0.0636048046485347	FALSE	FALSE
"847"	"chr4-155"	"chr4"	155000001	156000000	"."	1000000	1339	1276	888	754	1045	1000	1288	1013	1215	828	1931	663	776	193	3115	2115	813	1306	801	0.371571	2	"neutral"	847	22359	1176.78947368421	0.980213089802131	0.0553626927697748	0.00319002006956411	FALSE	0.99272210146991	0.980213089802131	0.00306502775072047	0.0553626927697748	0.0536471965174101	FALSE	FALSE
"848"	"chr4-156"	"chr4"	156000001	157000000	"."	1000000	1333	1269	904	667	1098	1085	1284	1026	1345	762	1882	507	698	226	3134	2131	692	1229	778	0.360178	2	"neutral"	848	22050	1160.52631578947	0.966194968553459	0.0673153319642451	0.00485398511877125	FALSE	0.962861180598647	0.964584655885272	0.0034425754226374	0.0586734643824395	0.0544299804748259	FALSE	FALSE
"849"	"chr4-157"	"chr4"	157000001	158000000	"."	1000000	1355	1190	859	774	986	1056	1391	1001	1181	753	1947	565	726	192	2934	2023	751	1180	799	0.354908	2	"neutral"	849	21663	1140.15789473684	0.95049504950495	0.0495459326378606	0.00271716678571899	FALSE	0.959767916413426	0.95049504950495	0.00245479944095542	0.0495459326378606	0.061812688739812	FALSE	FALSE
"850"	"chr4-158"	"chr4"	158000001	159000000	"."	1000000	1452	1310	1040	725	1075	1030	1376	1023	1120	783	2029	621	696	190	3056	2182	799	1220	828	0.384725	2	"neutral"	850	22555	1187.10526315789	0.992292870905588	0.050189521122709	0.00255826990250069	FALSE	0.994693853638136	0.992292870905588	0.00251898803052686	0.050189521122709	0.0623612091131811	FALSE	FALSE
"851"	"chr4-159"	"chr4"	159000001	160000000	"."	1000000	1392	1186	936	673	985	993	1252	952	1322	778	1929	613	749	253	3108	2265	800	1259	726	0.382383	2	"neutral"	851	22171	1166.89473684211	0.986301369863014	0.0848125805893582	0.00739437178239977	FALSE	0.971491043461657	0.971474384353472	0.00321649299001838	0.0567141339528197	0.0703582078179659	FALSE	FALSE
"852"	"chr4-160"	"chr4"	160000001	161000000	"."	1000000	1267	1176	802	670	961	1021	1250	905	1277	627	1863	620	725	190	2944	2213	766	1115	903	0.351234	2	"neutral"	852	21295	1120.78947368421	0.937823834196891	0.073731231502703	0.00618102419919169	FALSE	0.930663737166333	0.930088387686681	0.00437740264059864	0.066161942539489	0.0631880802111663	FALSE	FALSE
"853"	"chr4-161"	"chr4"	161000001	162000000	"."	1000000	1285	1178	783	664	1039	1043	1331	898	1223	738	1719	588	727	199	2888	2057	714	1106	715	0.343635	2	"neutral"	853	20895	1099.73684210526	0.923921568627451	0.0666074319874846	0.00519726867730296	FALSE	0.927157283996767	0.923921568627451	0.00443654999596738	0.0666074319874846	0.107855554501612	FALSE	FALSE
"854"	"chr4-162"	"chr4"	162000001	163000000	"."	1000000	1335	1224	859	677	1144	1052	1279	955	1195	650	1914	616	703	218	2929	2086	699	1137	804	0.351893	2	"neutral"	854	21476	1130.31578947368	0.959069020866774	0.0685517732183742	0.00510902067625043	FALSE	0.953268443224941	0.959069020866774	0.0046993456113834	0.0685517732183742	0.0907942498880763	FALSE	FALSE
"855"	"chr4-163"	"chr4"	163000001	164000000	"."	1000000	1329	1239	947	794	1133	949	1295	1055	1239	706	1906	560	671	212	3183	2186	746	1178	868	0.368412	2	"neutral"	855	22196	1168.21052631579	0.973247232472325	0.0496953249783839	0.00260726224078446	FALSE	0.978308027234146	0.973247232472325	0.00246962532470719	0.0496953249783839	0.0544041365246482	FALSE	FALSE
"856"	"chr4-164"	"chr4"	164000001	165000000	"."	1000000	1353	1205	837	739	930	1060	1324	1022	1349	698	1761	579	721	218	3026	2181	778	1294	893	0.374219	2	"neutral"	856	21968	1156.21052631579	0.98135593220339	0.0674423186473551	0.00472293405201444	FALSE	0.976140313147889	0.98135593220339	0.00454846634453138	0.0674423186473551	0.0829481261247998	FALSE	FALSE
"857"	"chr4-165"	"chr4"	165000001	166000000	"."	1000000	1280	1277	933	749	1108	1017	1297	1063	1242	744	1840	631	693	222	3251	2310	790	1264	891	0.386828	2	"neutral"	857	22602	1189.57894736842	0.993710691823899	0.0459130332901124	0.00213477469593622	FALSE	1.00011702020064	0.993710691823899	0.00210800662589897	0.0459130332901124	0.0315426399363503	FALSE	FALSE
"858"	"chr4-166"	"chr4"	166000001	167000000	"."	1000000	1322	1306	775	695	1087	1084	1333	1077	1301	672	1840	557	750	204	2872	2104	700	1097	828	0.350869	2	"neutral"	858	21604	1137.05263157895	0.978534418948927	0.0746645938888414	0.00582206704397731	FALSE	0.957748715634821	0.978534418948927	0.00557480158058561	0.0746645938888414	0.126303032901243	FALSE	FALSE
"859"	"chr4-167"	"chr4"	167000001	168000000	"."	1000000	1348	1215	760	718	1058	1068	1307	988	1243	672	1869	554	676	226	3070	2277	742	1247	844	0.354972	2	"neutral"	859	21882	1151.68421052632	0.967654986522911	0.0669218580279446	0.00478293966689815	FALSE	0.964015528120796	0.967654986522911	0.00187688355408041	0.0433230141389124	0.0586092444976467	FALSE	FALSE
"860"	"chr4-168"	"chr4"	168000001	169000000	"."	1000000	1267	1257	906	717	1042	1026	1249	1005	1314	742	1960	629	687	202	3209	2185	786	1338	872	0.383553	2	"neutral"	860	22393	1178.57894736842	0.975852272727273	0.0412314629684203	0.00178521009266552	FALSE	0.985660392927351	0.975852272727273	0.00170003353851621	0.0412314629684203	0.0342401389854534	FALSE	FALSE
"861"	"chr4-169"	"chr4"	169000001	170000000	"."	1000000	1250	1276	863	713	975	1018	1276	1087	1224	824	1898	637	754	216	3089	2272	773	1268	824	0.396897	2	"neutral"	861	22237	1170.36842105263	0.982343499197432	0.0532090472643456	0.00293389261857641	FALSE	0.987297901097872	0.982343499197432	0.00283120271077937	0.0532090472643456	0.0500417596432337	FALSE	FALSE
"862"	"chr4-170"	"chr4"	170000001	171000000	"."	1000000	1190	1289	815	690	1102	1047	1390	1039	1362	741	2040	595	742	220	3109	2356	731	1298	911	0.371225	2	"neutral"	862	22667	1193	1.00867052023121	0.07047197267302	0.00488128539990981	FALSE	0.9977235988779	1.00867052023121	0.00496629893242687	0.07047197267302	0.0884430666462099	FALSE	FALSE
"863"	"chr4-171"	"chr4"	171000001	172000000	"."	1000000	1298	1231	755	702	937	1097	1297	952	1259	640	1882	561	687	224	3002	2090	739	1219	913	0.351393	2	"neutral"	863	21485	1130.78947368421	0.950847457627119	0.0808219439500586	0.00722498391835275	FALSE	0.942200857891322	0.948469550915985	0.00300350560716958	0.0548042480759437	0.0518906958387405	FALSE	FALSE
"864"	"chr4-172"	"chr4"	172000001	173000000	"."	1000000	1201	1226	876	731	1011	1077	1364	1058	1240	656	1870	573	703	230	2973	2216	730	1185	783	0.365311	2	"neutral"	864	21703	1142.26315789474	0.96156862745098	0.0645443248576988	0.00450563030218754	FALSE	0.953076112618608	0.956325235644587	0.00249264731912676	0.0499264190497052	0.0646158608849202	FALSE	FALSE
"865"	"chr4-173"	"chr4"	173000001	174000000	"."	1000000	1359	1374	999	769	1072	1120	1328	1076	1246	844	1942	594	707	244	3140	2304	780	1233	842	0.388459	2	"neutral"	865	22973	1209.10526315789	1.00846660395108	0.0596983345153119	0.00350430088826845	FALSE	1.01348004503705	1.00762313248402	0.00166662878399034	0.0408243650776143	0.0364406183031725	FALSE	FALSE
"866"	"chr4-174"	"chr4"	174000001	175000000	"."	1000000	1328	1253	846	775	1082	1113	1230	1005	1199	779	1948	568	721	191	2980	2197	746	1184	889	0.363021	2	"neutral"	866	22034	1159.68421052632	0.96271186440678	0.0526647064346729	0.00299258632609564	FALSE	0.974559103806248	0.96271186440678	0.00277357130385027	0.0526647064346729	0.0800253148819179	FALSE	FALSE
"867"	"chr4-175"	"chr4"	175000001	176000000	"."	1000000	1312	1215	882	720	1044	979	1332	974	1240	680	1930	605	691	209	3140	2168	721	1183	820	0.359103	2	"neutral"	867	21845	1149.73684210526	0.964817944384698	0.0430241165651349	0.00198853472195514	FALSE	0.960509055017569	0.964817944384698	0.00185107460621032	0.0430241165651349	0.04844324804241	FALSE	FALSE
"868"	"chr4-176"	"chr4"	176000001	177000000	"."	1000000	1321	1207	980	681	979	997	1324	1044	1240	679	1929	626	689	199	3081	2143	733	1165	777	0.367396	2	"neutral"	868	21794	1147.05263157895	0.946689199569826	0.0450490472011744	0.0022644168352324	FALSE	0.958771637608353	0.946689199569826	0.00202941665373364	0.0450490472011744	0.0533593776165888	FALSE	FALSE
"869"	"chr4-177"	"chr4"	177000001	178000000	"."	1000000	1330	1139	945	698	1022	961	1366	1023	1257	740	1831	579	776	199	3116	2178	825	1268	798	0.371858	2	"neutral"	869	22051	1160.57894736842	0.96144578313253	0.0489219018204131	0.00258914912894004	FALSE	0.974152283736244	0.96144578313253	0.00239335247772614	0.0489219018204131	0.0464058009004704	FALSE	FALSE
"870"	"chr4-178"	"chr4"	178000001	179000000	"."	1000000	1362	1269	813	741	1000	1079	1263	927	1274	666	1797	616	676	246	2951	2042	776	1255	812	0.350999	2	"neutral"	870	21565	1135	0.961187214611872	0.0861614238830616	0.00803544187855091	FALSE	0.952879306170715	0.960707243669572	0.00394871588094926	0.0628388087168213	0.0988263574504543	FALSE	FALSE
"871"	"chr4-179"	"chr4"	179000001	180000000	"."	1000000	1320	1243	799	725	1024	1037	1266	985	1344	657	1943	556	686	229	2943	2086	747	1221	725	0.356494	2	"neutral"	871	21536	1133.47368421053	0.959905660377358	0.0702167999356115	0.00535087691082415	FALSE	0.943335618370325	0.956178320384758	0.0032017112261515	0.0565836657185755	0.0643518501099589	FALSE	FALSE
"872"	"chr4-180"	"chr4"	180000001	181000000	"."	1000000	1313	1244	833	704	1086	1097	1328	940	1274	727	1888	604	736	217	3133	2108	755	1254	832	0.362613	2	"neutral"	872	22073	1161.73684210526	0.975686274509804	0.0578011984120712	0.0035095650347569	FALSE	0.977469085013653	0.975686274509804	0.00334097853787162	0.0578011984120712	0.0851500884422758	FALSE	FALSE
"873"	"chr4-181"	"chr4"	181000001	182000000	"."	1000000	1390	1235	847	774	1046	1069	1279	1137	1317	745	1893	583	685	194	3184	2218	767	1337	843	0.380176	2	"neutral"	873	22543	1186.47368421053	0.978337686280535	0.0449960335488264	0.00211529477892851	FALSE	0.989812503782451	0.978337686280535	0.00202464303512711	0.0449960335488264	0.0625396365380739	FALSE	FALSE
"874"	"chr4-182"	"chr4"	182000001	183000000	"."	1000000	1262	1263	1024	736	1020	1022	1292	1072	1282	741	1916	538	774	231	3147	2244	802	1199	850	0.403373	2	"neutral"	874	22415	1179.73684210526	0.985074626865672	0.0587938022836339	0.00356225356251034	FALSE	0.986672166237274	0.984830184338424	0.00228830451309098	0.0478362259494933	0.0319598930582455	FALSE	FALSE
"875"	"chr4-183"	"chr4"	183000001	184000000	"."	1000000	1297	1316	1157	794	1125	995	1305	1071	1231	791	2170	589	709	210	3349	2303	866	1349	874	0.425291	2	"neutral"	875	23501	1236.89473684211	1.02903671838992	0.0572912139272191	0.00309966176097335	FALSE	1.02246269200308	1.02682405867683	0.00131887259079047	0.0363162854762222	0.062557847577045	FALSE	FALSE
"876"	"chr4-184"	"chr4"	184000001	185000000	"."	1000000	1397	1244	1034	747	1029	992	1315	1077	1279	854	2166	595	636	236	3539	2434	855	1307	838	0.436658	2	"neutral"	876	23574	1240.73684210526	1.02648475120385	0.0609552848208071	0.00352628756362923	FALSE	1.02880632206538	1.02648475120385	0.00371554674758572	0.0609552848208071	0.0679711796215946	FALSE	FALSE
"877"	"chr4-185"	"chr4"	185000001	186000000	"."	1000000	1333	1246	940	744	1160	1046	1385	1057	1285	859	2035	542	701	201	3235	2277	817	1327	842	0.410361	2	"neutral"	877	23032	1212.21052631579	0.999561018437226	0.0429668135018816	0.00184776897946	FALSE	1.01032163341284	0.999561018437226	0.00184614706250548	0.0429668135018816	0.0306166813258021	FALSE	FALSE
"878"	"chr4-186"	"chr4"	186000001	187000000	"."	1000000	1265	1276	936	779	1031	969	1313	1000	1213	788	2046	591	708	210	3320	2308	768	1358	965	0.418717	2	"neutral"	878	22844	1202.31578947368	1.00169491525424	0.0552462750301014	0.00304183087521689	FALSE	0.993982290442425	1.00123961448986	0.0016462960343477	0.0405745737420333	0.0475856446178292	FALSE	FALSE
"879"	"chr4-187"	"chr4"	187000001	188000000	"."	1000000	1402	1254	844	748	1105	1063	1294	1098	1224	756	1921	562	708	190	3134	2170	886	1232	970	0.389828	2	"neutral"	879	22561	1187.42105263158	0.983529411764706	0.0615068767735766	0.0039108633914672	FALSE	0.986670039213926	0.982936455481069	0.00215961691815253	0.0464716786672542	0.0565218309862391	FALSE	FALSE
"880"	"chr4-188"	"chr4"	188000001	189000000	"."	1000000	1291	1253	835	651	1101	1134	1372	1077	1262	739	2114	576	700	204	3259	2216	792	1196	1184	0.400556	2	"neutral"	880	22956	1208.21052631579	0.993542435424354	0.11372712311057	0.0131025330602222	FALSE	0.985585362822813	0.988143766731785	0.00286062255703288	0.0534847880900063	0.0509698658595656	FALSE	FALSE
"881"	"chr4-189"	"chr4"	189000001	190000000	"."	1000000	1352	1405	1024	861	1230	1171	1389	1113	1321	778	2196	560	666	235	3233	2411	871	1263	1177	0.405303	2	"neutral"	881	24256	1276.63157894737	1.06019261637239	0.105964806216851	0.00998972989730606	FALSE	1.05745339779069	1.05928858211069	0.00464189785439206	0.0681314747704177	0.0937300783370725	FALSE	FALSE
"882"	"chr4-190"	"chr4"	190000001	190214555	"."	214555	826	1042	565	628	860	722	917	873	775	455	1345	389	399	152	2177	1485	534	833	652	0.356664	2	"neutral"	882	15629	822.578947368421	0.659322033898305	0.08569843383699	0.0168947041439821	FALSE	0.683420039126432	0.659317879694251	0.00629667821095037	0.0793516112687724	0.10935902907222	FALSE	FALSE
"883"	"chr5-0"	"chr5"	1	1000000	"."	1000000	1491	1413	928	788	1191	1101	1444	1323	1279	797	2439	586	765	200	3572	2524	897	1426	1102	0.512773	2	"neutral"	883	25266	1329.78947368421	1.09893455098935	0.0842984565385726	0.00588431061773704	FALSE	1.08392760417852	1.09824588972113	0.00421233982710103	0.064902540991097	0.0687128615273949	FALSE	FALSE
"884"	"chr5-1"	"chr5"	1000001	2000000	"."	1000000	1376	1314	1060	715	1098	937	1291	1306	1224	765	2462	610	677	218	3542	2299	842	1358	1017	0.536478	2	"neutral"	884	24111	1269	1.03292568203198	0.0880942405885984	0.00727372505869632	FALSE	1.02651974505295	1.03058823529412	0.00217375533602026	0.0466235491572688	0.0668436992102895	FALSE	FALSE
"885"	"chr5-2"	"chr5"	2000001	3000000	"."	1000000	1352	1329	889	816	980	1062	1318	1151	1257	818	2270	633	692	207	3572	2403	867	1282	944	0.451496	2	"neutral"	885	23842	1254.84210526316	1.04235294117647	0.0567317995722229	0.00296226240930249	FALSE	1.03785528587554	1.04235294117647	0.00321849708270287	0.0567317995722229	0.0661729755260034	FALSE	FALSE
"886"	"chr5-3"	"chr5"	3000001	4000000	"."	1000000	1351	1298	897	751	1056	985	1331	1195	1205	789	2142	606	679	189	3453	2362	936	1350	928	0.440495	2	"neutral"	886	23503	1237	1.01803921568627	0.059688662048849	0.00343759471318682	FALSE	1.02274984860738	1.01803921568627	0.0035627363771817	0.059688662048849	0.0752414526592684	FALSE	FALSE
"887"	"chr5-4"	"chr5"	4000001	5000000	"."	1000000	1404	1399	964	782	1101	1025	1328	1138	1297	730	1932	591	790	200	3240	2271	852	1341	888	0.399883	2	"neutral"	887	23273	1224.89473684211	1.03574788334901	0.045776873074043	0.00195336831214337	FALSE	1.02662528643689	1.03574788334901	0.00209552210843704	0.045776873074043	0.0566442240374107	FALSE	FALSE
"888"	"chr5-5"	"chr5"	5000001	6000000	"."	1000000	1375	1298	889	756	1120	1124	1365	1158	1285	761	2041	573	829	224	3425	2440	933	1406	927	0.4195	2	"neutral"	888	23929	1259.42105263158	1.05238899984637	0.0616741010435099	0.00343441724393911	FALSE	1.05304022587565	1.05238899984637	0.00380369473952507	0.0616741010435099	0.076196857613728	FALSE	FALSE
"889"	"chr5-6"	"chr5"	6000001	7000000	"."	1000000	1490	1295	1082	770	1071	1132	1457	1177	1132	763	2195	641	699	204	3519	2356	872	1367	798	0.440815	2	"neutral"	889	24020	1264.21052631579	1.07468553459119	0.058336040646605	0.00294653152948797	FALSE	1.04628518698492	1.07468553459119	0.00340309363832235	0.058336040646605	0.0774035878109658	FALSE	FALSE
"890"	"chr5-7"	"chr5"	7000001	8000000	"."	1000000	1363	1254	950	733	1107	1073	1382	1144	1215	745	2098	636	723	192	3201	2181	751	1315	819	0.405739	2	"neutral"	890	22882	1204.31578947368	1.00105374077977	0.0404145817709078	0.00162990162231125	FALSE	1.00401410359604	1.00105374077977	0.00163333841971739	0.0404145817709078	0.0544369621185721	FALSE	FALSE
"891"	"chr5-8"	"chr5"	8000001	9000000	"."	1000000	1341	1266	982	742	1016	1009	1332	1073	1233	742	1927	636	727	186	3173	2277	783	1297	768	0.385182	2	"neutral"	891	22510	1184.73684210526	0.989852398523985	0.0388981022223747	0.00154424408694837	FALSE	0.987610242789315	0.989852398523985	0.00151306235650231	0.0388981022223747	0.0429460335486314	FALSE	FALSE
"892"	"chr5-9"	"chr5"	9000001	10000000	"."	1000000	1338	1197	1030	724	1080	1166	1278	1159	1242	835	2095	554	777	219	3212	2280	886	1327	797	0.404378	2	"neutral"	892	23196	1220.84210526316	1.01599247412982	0.0584608498402765	0.00331092441835874	FALSE	1.02572159784258	1.01599247412982	0.00341767096404736	0.0584608498402765	0.101541117584957	FALSE	FALSE
"893"	"chr5-10"	"chr5"	10000001	11000000	"."	1000000	1411	1292	982	730	1086	1058	1344	1052	1278	826	2067	627	664	213	3378	2267	784	1255	854	0.441119	2	"neutral"	893	23168	1219.36842105263	1.02163687676388	0.0338240531456993	0.00109612018303927	FALSE	1.01559720227052	1.02163687676388	0.00114406657120309	0.0338240531456993	0.0454572400819022	FALSE	FALSE
"894"	"chr5-11"	"chr5"	11000001	12000000	"."	1000000	1301	1251	1027	774	1023	1067	1370	1036	1256	805	2021	661	705	204	3183	2195	849	1305	816	0.390293	2	"neutral"	894	22849	1202.57894736842	1.00802568218299	0.0442047267592913	0.0019230661644388	FALSE	1.01210891293797	1.00802568218299	0.0019540578678636	0.0442047267592913	0.0630785922041579	FALSE	FALSE
"895"	"chr5-12"	"chr5"	12000001	13000000	"."	1000000	1365	1263	782	766	1084	1028	1236	982	1222	740	1892	597	716	213	3067	2150	737	1177	855	0.356089	2	"neutral"	895	21872	1151.15789473684	0.980738362760835	0.0572170677443103	0.00340364978579891	FALSE	0.9773096642341	0.98555222569641	0.00215698873551292	0.0464433928079433	0.0746738746711967	FALSE	FALSE
