""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"mean"	"sd"
"chr3-134"	"chr3"	134000001	135000000	"."	1000000	2.10216110019646	2.13220338983051	2.09090909090909	1.57425742574257	2.20492307692308	2.1634446397188	2.23762376237624	2.07244094488189	1.89143546441496	1.98815692079941	1.99529411764706	2.02739726027397	2.20754716981132	2.06409048067861	2.02507232401157	1.91774562071592	2.11645101663586	2.04176706827309	2.18652849740933	2.05470786164472	0.150621940035196
"chr3-135"	"chr3"	135000001	136000000	"."	1000000	2.13752455795678	1.97966101694915	2.10227272727273	2.36633663366337	2.18338461538462	2.14235500878735	2.14356435643564	2.13070866141732	2.00723763570567	2.08290155440414	2.08470588235294	2.03582718651212	2.08355795148248	2.11121583411876	1.98264223722276	2.12185833968012	2.33086876155268	1.92289156626506	2.10880829015544	2.1083327798589	0.107945430283542
"chr3-136"	"chr3"	136000001	137000000	"."	1000000	1.92829076620825	1.8	1.97443181818182	1.89108910891089	1.95876923076923	1.95694200351494	2.00247524752475	1.99212598425197	2.16164053075995	1.97187268689859	2.04235294117647	2.09694415173867	1.89487870619946	1.90009425070688	2.11957569913211	2.004569687738	1.98890942698706	2.06104417670683	1.97668393782383	1.98540475553841	0.0866304006960503
"chr3-137"	"chr3"	137000001	138000000	"."	1000000	2.1335952848723	2.05084745762712	2.11647727272727	2.35643564356436	2.05969230769231	2.04920913884007	2.03712871287129	1.96062992125984	2.01688781664656	1.99703923019985	1.99372549019608	1.94309799789252	2.12129380053908	1.80018850141376	2.14850530376085	1.84615384615385	2.00369685767098	2.03212851405622	2.21761658031088	2.04654471991027	0.124973614054028
"chr3-138"	"chr3"	138000001	139000000	"."	1000000	2.17288801571709	1.90169491525424	1.74147727272727	1.87128712871287	2.00184615384615	1.95342706502636	2.08663366336634	2.13385826771654	2.10856453558504	1.98075499629904	1.91529411764706	2.07376185458377	1.98652291105121	2.0320452403393	2.0327868852459	1.86595582635187	2.02957486136784	1.8859437751004	1.92487046632124	1.98416778696103	0.108099833139478
"chr3-139"	"chr3"	139000001	140000000	"."	1000000	1.99214145383104	2.03389830508475	1.93465909090909	2.20792079207921	2.16553846153846	2.11247803163445	2.17079207920792	2.07086614173228	2.0313630880579	2.09326424870466	2.13960784313725	2.07797681770285	1.8544474393531	2	2.03857280617165	1.98629093678599	2.08502772643253	2.0144578313253	2.17875647668394	2.06252945107223	0.0901157988373312
"chr3-140"	"chr3"	140000001	141000000	"."	1000000	2.18271119842829	2.07457627118644	1.88352272727273	1.96039603960396	2.15815384615385	2.16608084358524	1.94306930693069	2.11023622047244	1.81182147165259	2.16876387860844	1.96235294117647	2.02107481559536	1.85175202156334	1.97926484448633	2.06943105110897	1.98172124904798	2.19223659889094	1.96144578313253	1.88860103626943	2.01932695500874	0.119985894170899
"chr3-141"	"chr3"	141000001	142000000	"."	1000000	2.13654223968566	1.9728813559322	2.05965909090909	1.94059405940594	2	2.11862917398946	2.24752475247525	2.20629921259843	1.91556091676719	2.01628423390081	1.97176470588235	1.98735511064278	2.00269541778976	2.0942507068803	2.05014464802314	1.99238385376999	2.20887245841035	2.17349397590361	1.90932642487047	2.05285591251773	0.103562057928758
"chr3-142"	"chr3"	142000001	143000000	"."	1000000	1.77111984282908	1.96271186440678	1.96022727272727	1.81188118811881	1.87630769230769	1.98506151142355	1.94306930693069	1.99212598425197	2.20265379975875	1.89785344189489	1.9278431372549	2.08219178082192	1.98382749326146	1.96041470311027	2.01157184185149	1.96648895658797	1.91312384473198	2.11887550200803	2.09585492227979	1.97174758350302	0.103232316360775
"chr3-143"	"chr3"	143000001	144000000	"."	1000000	2.01571709233792	1.93898305084746	2.12784090909091	1.82178217821782	2.01538461538462	2.10105448154657	1.96287128712871	1.89291338582677	2.14475271411339	2.02220577350111	2.08941176470588	2.00210748155954	2.05390835579515	2.07540056550424	2.04050144648023	1.95277989337395	1.97412199630314	2.07710843373494	2.10880829015544	2.02198177450567	0.0838485510847236
"chr3-144"	"chr3"	144000001	145000000	"."	1000000	1.81434184675835	1.95593220338983	1.97727272727273	1.94059405940594	1.86892307692308	1.97363796133568	1.82920792079208	1.84251968503937	2.09650180940893	2.0740192450037	1.97647058823529	1.89041095890411	2.0377358490566	1.937794533459	2.04628736740598	2.07311500380807	1.77634011090573	2.03212851405622	2.02072538860104	1.95599783419799	0.0963607808048405
"chr3-145"	"chr3"	145000001	146000000	"."	1000000	1.84970530451866	2.11864406779661	1.96590909090909	1.84158415841584	1.81846153846154	1.89191564147627	1.83168316831683	1.94330708661417	1.91314837153197	1.87268689859363	1.91058823529412	1.72391991570074	1.89757412398922	2.04901036757776	1.94985535197686	1.94516374714395	1.82624768946396	2.11726907630522	1.76943005181347	1.90716336241578	0.105102348483886
"chr3-146"	"chr3"	146000001	147000000	"."	1000000	1.91355599214145	2.09152542372881	2.11363636363636	1.7029702970297	1.88553846153846	1.87170474516696	1.93069306930693	1.93070866141732	2.1351025331725	1.79422649888971	1.74274509803922	1.91991570073762	2.04582210242588	2.00565504241282	2.14850530376085	2.10967250571211	1.76894639556377	1.9855421686747	1.74352331606218	1.93894682523249	0.144166281969283
"chr3-147"	"chr3"	147000001	148000000	"."	1000000	1.89194499017682	2.0271186440678	2.18465909090909	1.99009900990099	1.87138461538462	1.80228471001757	1.72524752475248	1.9244094488189	2.01688781664656	2.10362694300518	1.88549019607843	1.83140147523709	2.03504043126685	2.00565504241282	2.05014464802314	1.95125666412795	1.94824399260628	2.04979919678715	1.81347150259067	1.95306136541107	0.11552930931206
"chr3-148"	"chr3"	148000001	149000000	"."	1000000	1.9056974459725	1.84067796610169	2.05681818181818	2	1.94338461538462	1.91739894551845	1.89851485148515	1.9007874015748	2.14475271411339	1.97483345669874	1.93882352941176	2.18335089567966	1.93800539083558	1.92836946277097	2.02892960462874	1.90708301599391	1.91127541589649	2.05461847389558	1.95077720207254	1.9696893984133	0.0884713266676947
"chr3-149"	"chr3"	149000001	150000000	"."	1000000	1.94695481335953	2.03728813559322	1.91193181818182	2.14851485148515	2.024	2.01142355008787	2.10891089108911	2.02834645669291	2.12786489746683	1.90821613619541	1.99372549019608	2.21496311907271	2.11590296495957	1.98303487276155	2.01928640308582	1.92688499619193	1.96857670979667	1.96305220883534	2.12953367875648	2.02991642072674	0.0881842930113517
"chr3-150"	"chr3"	150000001	151000000	"."	1000000	2.0147347740668	1.86779661016949	2.09943181818182	1.88118811881188	1.99076923076923	1.97451669595782	2.11881188118812	2.00629921259843	2.02171290711701	1.99555884529978	1.9356862745098	2.15173867228662	1.87061994609164	1.9057492931197	2.12343297974928	1.81111957349581	1.95748613678373	1.94056224899598	2	1.98248501153647	0.0943650906393595
"chr3-151"	"chr3"	151000001	152000000	"."	1000000	2.00294695481336	2.01694915254237	2.13920454545455	1.81188118811881	1.83015384615385	1.95079086115993	1.99257425742574	1.90236220472441	2.07478890229192	2.0059215396003	2.00470588235294	2.01053740779768	1.99730458221024	2.07917059377945	1.94406943105111	1.81721249047982	1.87060998151571	2.07710843373494	2.03108808290155	1.9768094914794	0.093669699455853
"chr3-152"	"chr3"	152000001	153000000	"."	1000000	1.69253438113949	2.16949152542373	1.96590909090909	1.98019801980198	1.84061538461538	1.90861159929701	1.87376237623762	1.95590551181102	2.02653799758745	1.94226498889711	1.87137254901961	2.07376185458377	2.03234501347709	1.9076343072573	2.05014464802314	1.8994668697639	1.75231053604436	2.07228915662651	2.25647668393782	1.96166486812913	0.135217687333823
"chr3-153"	"chr3"	153000001	154000000	"."	1000000	1.98428290766208	2.01694915254237	2.00852272727273	1.95049504950495	1.87569230769231	1.87434094903339	1.97277227722772	1.90866141732283	2.16887816646562	2.01332346410067	2.05647058823529	2.08429926238145	2.07547169811321	1.91894439208294	2.11571841851495	1.87814166031988	2.05914972273567	2.13172690763052	1.97927461139896	2.00384819369671	0.0894060798409105
"chr3-154"	"chr3"	154000001	155000000	"."	1000000	1.8909626719057	2.10169491525424	2.04261363636364	1.72277227722772	1.87446153846154	1.94991212653779	1.91336633663366	1.94015748031496	2.22195416164053	1.87712805329386	1.91843137254902	2.00210748155954	1.87870619946092	1.93213949104618	1.77434908389585	1.89337395277989	1.91312384473198	2.09799196787149	1.90932642487047	1.93971436928416	0.115277414093081
"chr3-155"	"chr3"	155000001	156000000	"."	1000000	1.975442043222	1.99322033898305	1.98011363636364	1.97029702970297	1.98030769230769	1.97275922671353	2.06188118811881	2.03149606299213	1.92038600723764	1.94818652849741	2.04705882352941	1.84404636459431	2.06199460916442	1.92459943449576	2.1099324975892	1.86138613861386	1.93530499075786	1.99196787148594	2.13989637305699	1.98685667670666	0.0763046925791279
"chr3-156"	"chr3"	156000001	157000000	"."	1000000	2.01080550098232	2.03728813559322	2.05965909090909	2.12871287128713	2.04061538461538	1.99384885764499	2.03712871287129	2.07716535433071	2.04583835946924	1.96743153219837	1.95137254901961	2.2550052687039	1.95687331536388	1.96606974552309	1.87463837994214	2.10662604722011	1.94639556377079	2.00642570281124	1.96373056994819	2.02240162853709	0.0836657447589369
"chr3-157"	"chr3"	157000001	158000000	"."	1000000	1.95481335952849	1.84067796610169	2.15625	1.87128712871287	2.05661538461538	2.08611599297012	2.09653465346535	1.99212598425197	2.08202653799759	2.08882309400444	2.04862745098039	1.91148577449947	1.78706199460916	2.03958529688973	2.14657666345227	2.00913937547601	2.06099815157116	2.05943775100402	2.04663212435233	2.01762182549908	0.101442888248084
"chr3-158"	"chr3"	158000001	159000000	"."	1000000	1.87426326129666	2.03389830508475	2.14772727272727	1.91089108910891	1.93661538461538	2.01757469244288	1.8539603960396	1.91496062992126	2.07961399276236	1.88897113249445	1.94352941176471	2.10326659641728	1.85714285714286	1.96606974552309	2.08486017357763	2.10967250571211	1.97412199630314	1.99196787148594	2.06735751295337	1.98718235933546	0.0928156563797698
"chr3-159"	"chr3"	159000001	160000000	"."	1000000	1.96168958742633	2.27118644067797	2.17329545454545	1.84158415841584	2.05784615384615	2.06414762741652	1.95049504950495	2.08661417322835	1.98552472858866	2.09326424870466	1.95137254901961	1.9304531085353	2.14824797843666	2.14514608859566	2.06171648987464	1.98933739527799	1.91312384473198	1.73333333333333	1.95077720207254	2.01627134801224	0.126200506099817
"chr3-160"	"chr3"	160000001	161000000	"."	1000000	1.95481335952849	2.09491525423729	2.09375	2.34653465346535	1.99630769230769	2.05623901581722	1.8960396039604	1.90708661417323	2.00965018094089	1.93042190969652	1.95137254901961	2.2781875658588	1.88948787061995	2.05278039585297	1.86113789778206	1.93450114242193	1.99075785582255	1.97590361445783	2.01813471502591	2.01252746794677	0.125568699479173
"chr3-161"	"chr3"	161000001	162000000	"."	1000000	1.88408644400786	2.10169491525424	1.99147727272727	1.77227722772277	1.98461538461538	1.98066783831283	1.99009900990099	1.91811023622047	1.93003618817853	2	2.14588235294118	2.01685985247629	2.13477088948787	2.05466540999057	2.00771456123433	2.10814927646611	1.86876155268022	1.9566265060241	2.0440414507772	1.99423875626412	0.095132776054932
"chr3-162"	"chr3"	162000001	163000000	"."	1000000	1.69941060903733	1.93898305084746	1.90625	2.04950495049505	1.81353846153846	1.75834797891037	1.72772277227723	1.79055118110236	1.90349819059107	1.74537379718727	1.62039215686275	1.61011591148577	1.77358490566038	1.87935909519321	1.77242044358727	2.08073115003808	1.82070240295749	1.92610441767068	1.78756476683938	1.82127138117272	0.126199449338569
"chr3-163"	"chr3"	163000001	164000000	"."	1000000	1.78290766208251	2.03050847457627	1.98295454545455	1.72277227722772	1.67753846153846	1.78734622144112	1.81930693069307	1.78897637795276	1.92038600723764	1.74833456698742	1.85098039215686	1.55742887249737	1.94339622641509	1.85673892554194	2.08678881388621	1.97258187357197	1.73382624768946	1.94698795180723	1.79015544041451	1.84210085627222	0.132357715066568
"chr3-164"	"chr3"	164000001	165000000	"."	1000000	1.81139489194499	1.87118644067797	1.9375	2.21782178217822	1.73723076923077	1.94639718804921	1.91831683168317	1.8755905511811	2.06031363088058	1.90525536639526	1.87450980392157	1.58904109589041	1.97304582210243	2.06409048067861	1.91513982642237	2.15689261233816	1.46950092421442	1.99196787148594	1.72020725388601	1.89660016542954	0.1807587254822
"chr3-165"	"chr3"	165000001	166000000	"."	1000000	1.83497053045187	2.01694915254237	2.03125	1.83168316831683	1.75076923076923	1.80404217926186	1.73267326732673	1.91811023622047	2.05307599517491	1.93486306439674	1.92313725490196	1.69020021074816	1.8167115902965	2.05278039585297	2.15043394406943	1.90555978674791	1.85212569316081	1.96305220883534	1.85233160621762	1.90077471133114	0.122555631505425
"chr3-166"	"chr3"	166000001	167000000	"."	1000000	1.77996070726916	1.92542372881356	2.18465909090909	2.2970297029703	1.85661538461538	1.89015817223199	1.83415841584158	1.87244094488189	2.05307599517491	1.99703923019985	1.88235294117647	1.82297154899895	1.95687331536388	2.01319509896324	2.2854387656702	2.05483625285605	1.80776340110906	1.93734939759036	1.63471502590674	1.95189774318646	0.169570718468434
"chr3-167"	"chr3"	167000001	168000000	"."	1000000	1.93811394891945	1.92881355932203	2.04261363636364	1.78217821782178	1.91261538461538	1.88752196836555	1.85643564356436	1.85984251968504	2.02171290711701	2.00296076980015	2.05490196078431	2.1159114857745	1.92991913746631	1.94721960414703	2.05978784956606	2.04874333587205	1.99075785582255	1.99678714859438	1.94818652849741	1.96447491905784	0.0843541333591772
"chr3-168"	"chr3"	168000001	169000000	"."	1000000	1.91650294695481	1.91525423728814	1.92613636363636	2.26732673267327	1.91384615384615	2.03251318101933	1.87871287128713	1.91811023622047	2.32086851628468	1.95410806809771	1.94509803921569	1.9536354056902	1.90835579514825	2.02262016965127	2.00771456123433	2.07920792079208	1.9815157116451	2.07550200803213	2.25388601036269	2.01425868047788	0.131883127903986
"chr3-169"	"chr3"	169000001	170000000	"."	1000000	1.86738703339882	2.16271186440678	1.96306818181818	1.77227722772277	2.064	2.03339191564148	2.22029702970297	1.95433070866142	3.74909529553679	2.01332346410067	2.02352941176471	1.92623814541623	1.87061994609164	2.00754005655042	1.95371263259402	2.13861386138614	1.98890942698706	2.04176706827309	2.05699481865285	2.09514779414242	0.414318455581833
"chr3-170"	"chr3"	170000001	171000000	"."	1000000	1.93909626719057	2.07457627118644	2.02840909090909	2.08910891089109	2.04246153846154	2.06590509666081	2.15594059405941	1.79055118110236	2.46079613992762	2.08882309400444	2.19294117647059	1.98103266596417	2.10242587601078	2.186616399623	2.04050144648023	2.01523229246002	2.03142329020333	2.15582329317269	2.25388601036269	2.08923950711268	0.136578271748474
"chr3-171"	"chr3"	171000001	172000000	"."	1000000	1.91060903732809	2.06440677966102	1.98863636363636	1.97029702970297	2.05107692307692	1.95430579964851	2.00742574257426	1.97322834645669	2.22195416164053	1.96150999259808	1.99058823529412	2.1622760800843	2.06199460916442	2.06597549481621	1.96914175506268	1.95582635186596	2.02033271719039	2.1285140562249	2.14248704663212	2.03160981698203	0.0833777680388959
"chr3-172"	"chr3"	172000001	173000000	"."	1000000	2.09626719056974	1.96949152542373	2.04829545454545	2.0990099009901	1.97107692307692	1.97539543057996	2.04950495049505	1.91653543307087	2.01447527141134	1.98371576609919	2.09882352941176	2.16016859852476	2.0377358490566	1.98868991517436	1.88813886210222	2.1005331302361	2.04621072088725	2.02570281124498	2.3160621761658	2.04135965468769	0.0952915511273056
"chr3-173"	"chr3"	173000001	174000000	"."	1000000	1.8860510805501	1.88813559322034	1.98579545454545	2.23762376237624	1.88	1.98066783831283	1.85148514851485	1.86456692913386	2.05307599517491	1.91117690599556	1.96705882352941	1.78925184404636	1.97843665768194	1.93590951932139	1.88428158148505	2.004569687738	1.82255083179298	2.03212851405622	1.80310880829016	1.93451973556661	0.105764150511112
"chr3-174"	"chr3"	174000001	175000000	"."	1000000	1.96954813359528	2.05084745762712	2.15909090909091	1.86138613861386	1.82830769230769	1.98857644991213	1.87376237623762	1.97322834645669	1.84318455971049	1.82235381199112	2.12549019607843	1.79978925184405	1.94339622641509	1.95852968897267	1.92864030858245	2.09444021325209	1.86876155268022	1.98875502008032	1.94041450777202	1.94834225480107	0.104193383839937
"chr3-175"	"chr3"	175000001	176000000	"."	1000000	1.84184675834971	2.01016949152542	2.03125	2.05940594059406	1.78523076923077	1.75219683655536	1.9529702970297	1.81732283464567	2.12062726176116	1.84307920059215	1.71921568627451	1.71338250790306	1.90026954177898	1.90009425070688	1.97107039537126	2.03198781416603	1.82070240295749	1.98232931726908	1.89378238341969	1.90247019421742	0.119652572818729
